mod,nAg,nOb,obDen,rRep,rOr,rOrX,rAt,rAtX,str,exp,hullOLD,hull,iso,isoLast,cco,ccoLast,cc,ccLast,vmrLast,degIn,degOut,degTot,avgDeg
M,50,0,0,10,20,2X,30,1.50X,90,234.21,24777.13,24.78,0,0,1.7,2,0.69,0.7,14.52,12.47,12.47,24.94,12.47
M,50,0,0,10,20,2X,30,1.50X,90,312.07,87826.71,87.83,0,0,2.74,5,0.63,0.66,7.68,9.45,9.45,18.91,9.45
M,50,0,0,10,20,2X,30,1.50X,90,119.72,23535.06,23.54,0.6,1,2.27,3,0.65,0.63,12.56,11.81,11.81,23.62,11.81
M,50,0,0,10,20,2X,30,1.50X,90,109.79,26238.92,26.24,1.28,2,2.28,3,0.67,0.66,20.36,12.89,12.89,25.77,12.89
M,50,0,0,10,20,2X,30,1.50X,90,56.18,9219.49,9.22,0,0,1,1,0.66,0.65,19.56,12.7,12.7,25.39,12.7
M,50,0,0,10,20,2X,30,1.50X,90,204.99,56175.36,56.18,1.44,2,2.86,4,0.68,0.71,10.52,11.96,11.96,23.93,11.96
M,50,0,0,10,20,2X,30,1.50X,90,203.55,19133.27,19.13,0,0,1.56,4,0.68,0.75,7.28,10.54,10.54,21.08,10.54
M,50,0,0,10,20,2X,30,1.50X,90,73.92,11987.06,11.99,0,0,1.24,2,0.7,0.74,18.04,12.84,12.84,25.67,12.84
M,50,0,0,10,20,2X,30,1.50X,90,33.61,7327.02,7.33,0,0,1,1,0.66,0.65,18.88,13.63,13.63,27.27,13.63
M,50,0,0,10,20,2X,30,1.50X,90,38.57,11388.37,11.39,0.65,1,1.63,2,0.67,0.65,20.72,14.29,14.29,28.59,14.29
M,50,0,0,10,20,2X,30,1.50X,90,53.12,19771.19,19.77,0.82,1,1.82,2,0.68,0.66,15,14.29,14.29,28.58,14.29
M,50,0,0,10,20,2X,30,1.50X,90,107.25,16506.92,16.51,0,0,1.27,2,0.65,0.66,15.72,11.73,11.73,23.46,11.73
M,50,0,0,10,20,2X,30,1.50X,90,156.61,13643.27,13.64,0,0,1.2,2,0.7,0.73,12.68,12.28,12.28,24.56,12.28
M,50,0,0,10,20,2X,30,1.50X,90,416.42,69578.95,69.58,0,0,2.41,3,0.75,0.75,11.96,11.97,11.97,23.94,11.97
M,50,0,0,10,20,2X,30,1.50X,90,211.82,32462.92,32.46,0.69,1,2.05,4,0.69,0.71,7.36,13.06,13.06,26.12,13.06
M,50,0,0,10,20,2X,30,1.50X,90,269.33,24767.61,24.77,0,0,1.73,3,0.7,0.77,6.64,10.32,10.32,20.65,10.32
M,50,0,0,10,20,2X,30,1.50X,90,102.54,14217.98,14.22,0,0,1.54,3,0.69,0.73,19.84,12.37,12.37,24.73,12.37
M,50,0,0,10,20,2X,30,1.50X,90,281.34,46730.81,46.73,0,0,2.51,4,0.69,0.69,9.76,11.36,11.36,22.73,11.36
M,50,0,0,10,20,2X,30,1.50X,135,488.03,83133.97,83.13,0.8,1,2.74,4,0.67,0.68,7.44,9.73,9.73,19.45,9.73
M,50,0,0,10,20,2X,30,1.50X,135,458.04,53217.25,53.22,0.34,1,2.71,5,0.72,0.76,9.44,9.13,9.13,18.26,9.13
M,50,0,0,10,20,2X,30,1.50X,135,465.32,97257.63,97.26,0,0,3.29,5,0.69,0.71,9.52,7.95,7.95,15.9,7.95
M,50,0,0,10,20,2X,30,1.50X,135,535.56,125849.73,125.85,0.79,1,4.87,8,0.65,0.68,3.6,7.28,7.28,14.56,7.28
M,50,0,0,10,20,2X,30,1.50X,135,472.49,118998.85,119,1.28,2,4.9,8,0.68,0.71,7.92,7.94,7.94,15.89,7.94
M,50,0,0,10,20,2X,30,1.50X,135,562.6,126526.51,126.53,1.66,3,6.31,12,0.66,0.71,2.88,6.88,6.88,13.76,6.88
M,50,0,0,10,20,2X,30,1.50X,135,422.48,49445.46,49.45,0,0,2.48,4,0.66,0.61,7.52,8.69,8.69,17.39,8.69
M,50,0,0,10,20,2X,30,1.50X,135,424.08,92291.93,92.29,0.4,1,3.97,7,0.68,0.7,11.92,8.74,8.74,17.49,8.74
M,50,0,0,10,20,2X,30,1.50X,135,503.63,115787.74,115.79,0.68,2,4.16,8,0.61,0.61,4.6,7.7,7.7,15.4,7.7
M,50,0,0,10,20,2X,30,1.50X,135,372.38,41205.97,41.21,0.23,1,2.61,6,0.67,0.67,8.56,7.64,7.64,15.29,7.64
M,50,0,0,10,20,2X,30,1.50X,135,581.57,115530.81,115.53,1.3,2,4.82,8,0.66,0.64,8.44,8.16,8.16,16.33,8.16
M,50,0,0,10,20,2X,30,1.50X,135,377.04,92078.25,92.08,1.85,3,4.08,7,0.62,0.61,8.44,8.61,8.61,17.21,8.61
M,50,0,0,10,20,2X,30,1.50X,135,477.64,84496.04,84.5,1.32,2,3.34,6,0.66,0.64,11.36,8.95,8.95,17.89,8.95
M,50,0,0,10,20,2X,30,1.50X,135,477.67,120681.42,120.68,2.92,4,6,10,0.65,0.7,4.6,7.71,7.71,15.42,7.71
M,50,0,0,10,20,2X,30,1.50X,135,361.93,72888.06,72.89,0,0,2.59,6,0.71,0.82,6.68,8.3,8.3,16.61,8.3
M,50,0,0,10,20,2X,30,1.50X,135,293.68,53016.3,53.02,0.65,1,2.34,4,0.65,0.66,6.12,8.99,8.99,17.97,8.99
M,50,0,0,10,20,2X,30,1.50X,135,326.03,90852.53,90.85,0.77,1,3.06,5,0.64,0.62,8.16,9,9,18,9
M,50,0,0,10,20,2X,30,1.50X,135,129.36,43537.43,43.54,0.81,1,2.28,3,0.69,0.68,17.12,11.91,11.91,23.82,11.91
M,50,0,0,10,20,2X,30,1.50X,135,324.9,55817.42,55.82,0.5,1,2.56,5,0.61,0.63,5.28,8.3,8.3,16.6,8.3
M,50,0,0,10,20,2X,30,1.50X,135,424.18,46504.35,46.5,1.01,2,2.92,5,0.69,0.71,6.08,8.97,8.97,17.94,8.97
M,50,0,0,10,20,2X,30,1.50X,135,491.9,76686.54,76.69,0,0,2.48,3,0.68,0.68,12.92,10.66,10.66,21.32,10.66
M,50,0,0,10,20,2X,30,1.50X,135,384.16,66507.33,66.51,0.76,1,2.46,5,0.7,0.76,9.24,10.21,10.21,20.41,10.21
M,50,0,0,10,20,2X,30,1.50X,135,528.26,111300.18,111.3,1.38,2,4.59,7,0.65,0.69,8.08,7.82,7.82,15.63,7.82
M,50,0,0,10,20,2X,30,1.50X,135,464.58,74634.89,74.63,0,0,3.59,6,0.71,0.74,6.76,7.64,7.64,15.28,7.64
M,50,0,0,10,20,2X,30,1.50X,135,536.29,109984.47,109.98,2.11,4,4.76,8,0.67,0.68,5.36,7.58,7.58,15.15,7.58
M,50,0,0,10,20,2X,40,2X,45,30.07,5623.65,5.62,0,0,1,1,0.78,0.77,12.36,26.61,26.61,53.22,26.61
M,50,0,0,10,20,2X,40,2X,45,14.04,5658.27,5.66,0,0,1,1,0.78,0.76,17.44,27.21,27.21,54.41,27.21
M,50,0,0,10,20,2X,40,2X,45,0.77,5294.19,5.29,0,0,1,1,0.78,0.79,14.24,26.26,26.26,52.52,26.26
M,50,0,0,10,20,2X,40,2X,45,30.25,5776.93,5.78,0,0,1,1,0.79,0.75,23.36,29.15,29.15,58.3,29.15
M,50,0,0,10,20,2X,40,2X,45,5.65,5361.9,5.36,0,0,1,1,0.8,0.76,12.84,29.47,29.47,58.95,29.47
M,50,0,0,10,20,2X,40,2X,45,24.3,6355.6,6.36,0,0,1,1,0.78,0.76,19.04,26.76,26.76,53.53,26.76
M,50,0,0,10,20,2X,40,2X,45,11.67,4995.55,5,0,0,1,1,0.79,0.77,11.48,28.83,28.83,57.66,28.83
M,50,0,0,10,20,2X,40,2X,45,46.8,8389.7,8.39,0,0,1,1,0.77,0.8,13.4,21.83,21.83,43.65,21.83
M,50,0,0,10,20,2X,40,2X,45,41.24,8515.29,8.52,0,0,1,1,0.74,0.73,27.84,22.84,22.84,45.67,22.84
M,50,0,0,10,20,2X,40,2X,45,9.52,5370.94,5.37,0,0,1,1,0.78,0.76,17.56,27.38,27.38,54.76,27.38
M,50,0,0,10,20,2X,40,2X,45,18.71,5493.34,5.49,0,0,1,1,0.78,0.77,15.96,26.64,26.64,53.28,26.64
M,50,0,0,10,20,2X,40,2X,45,17.09,5841.95,5.84,0,0,1,1,0.78,0.76,25.64,27.52,27.52,55.03,27.52
M,50,0,0,10,20,2X,40,2X,45,22.59,5806.99,5.81,0,0,1,1,0.78,0.75,12.36,27.8,27.8,55.61,27.8
M,50,0,0,10,20,2X,40,2X,45,13.7,5350.51,5.35,0,0,1,1,0.8,0.77,13.72,29.44,29.44,58.88,29.44
M,50,0,0,10,20,2X,40,2X,45,-3.43,4811.48,4.81,0,0,1,1,0.79,0.77,37.24,28.98,28.98,57.96,28.98
M,50,0,0,10,20,2X,40,2X,45,22.1,5705.68,5.71,0,0,1,1,0.78,0.75,11.32,26.76,26.76,53.52,26.76
M,50,0,0,10,20,2X,40,2X,45,11.19,5358.98,5.36,0,0,1,1,0.79,0.75,16.92,28.78,28.78,57.56,28.78
M,50,0,0,10,20,2X,40,2X,45,0.31,5179.83,5.18,0,0,1,1,0.81,0.78,37.12,30.29,30.29,60.58,30.29
M,50,0,0,10,20,2X,40,2X,45,9.04,5556.05,5.56,0,0,1,1,0.79,0.78,27,27.59,27.59,55.18,27.59
M,50,0,0,10,20,2X,40,2X,45,15.55,5251.44,5.25,0,0,1,1,0.79,0.77,16.52,27.88,27.88,55.75,27.88
M,50,0,0,10,20,2X,40,2X,45,31.21,6364.74,6.36,0,0,1,1,0.78,0.76,31.04,25.27,25.27,50.55,25.27
M,50,0,0,10,20,2X,40,2X,45,25.98,5101.78,5.1,0,0,1,1,0.8,0.77,34.28,29.58,29.58,59.17,29.58
M,50,0,0,10,20,2X,40,2X,45,6.5,4800.97,4.8,0,0,1,1,0.8,0.78,30.12,30.31,30.31,60.62,30.31
M,50,0,0,10,20,2X,40,2X,45,4.54,4571.11,4.57,0,0,1,1,0.77,0.78,22.12,26.11,26.11,52.22,26.11
M,50,0,0,10,20,2X,40,2X,45,21.59,5944.11,5.94,0,0,1,1,0.78,0.76,29.88,25.95,25.95,51.9,25.95
M,50,0,0,10,20,2X,40,2X,90,131.73,12354.86,12.35,0,0,1,1,0.76,0.77,15.84,20.35,20.35,40.7,20.35
M,50,0,0,10,20,2X,40,2X,90,22.59,6144.81,6.14,0,0,1,1,0.74,0.74,11.08,22.11,22.11,44.22,22.11
M,50,0,0,10,20,2X,40,2X,90,33.41,8021.24,8.02,0,0,1,1,0.73,0.74,12.48,19.7,19.7,39.4,19.7
M,50,0,0,10,20,2X,40,2X,90,20.85,6015.55,6.02,0,0,1,1,0.77,0.77,15.24,25.05,25.05,50.09,25.05
M,50,0,0,10,20,2X,40,2X,90,16.73,6644.8,6.64,0,0,1,1,0.75,0.74,11.32,22.73,22.73,45.46,22.73
M,50,0,0,10,20,2X,40,2X,90,156.24,33556.4,33.56,0.67,1,1.86,3,0.74,0.77,12.76,18.38,18.38,36.76,18.38
M,50,0,0,10,20,2X,40,2X,90,69.46,12764.98,12.76,0,0,1.23,2,0.73,0.71,14.8,21.65,21.65,43.3,21.65
M,50,0,0,10,20,2X,40,2X,90,220.32,23569.86,23.57,0,0,1.63,2,0.75,0.74,13.64,17.61,17.61,35.23,17.61
M,50,0,0,10,20,2X,40,2X,90,115.68,22663.53,22.66,0,0,2.06,3,0.74,0.74,15.32,18.81,18.81,37.61,18.81
M,50,0,0,10,20,2X,40,2X,90,24.48,6553.59,6.55,0,0,1,1,0.76,0.73,11.64,23.78,23.78,47.56,23.78
M,50,0,0,10,20,2X,40,2X,90,133.7,27155.12,27.16,0.52,1,1.69,3,0.75,0.77,14.72,18.91,18.91,37.81,18.91
M,50,0,0,10,20,2X,40,2X,90,21.65,6728.69,6.73,0,0,1,1,0.75,0.74,24.96,23.68,23.68,47.36,23.68
M,50,0,0,10,20,2X,40,2X,90,44.72,15347.92,15.35,0.56,1,1.54,2,0.74,0.75,12.52,22.84,22.84,45.69,22.84
M,50,0,0,10,20,2X,40,2X,90,20.35,6199.75,6.2,0,0,1,1,0.76,0.75,12.2,24.84,24.84,49.69,24.84
M,50,0,0,10,20,2X,40,2X,90,4.92,5805.15,5.81,0,0,1,1,0.76,0.76,11,24.43,24.43,48.85,24.43
M,50,0,0,10,20,2X,40,2X,90,48.19,7746.99,7.75,0,0,1,1,0.74,0.72,11.56,21,21,42,21
M,50,0,0,10,20,2X,40,2X,90,22.56,6241.59,6.24,0,0,1,1,0.75,0.74,11.4,23.66,23.66,47.33,23.66
M,50,0,0,10,20,2X,40,2X,90,24.48,11452.13,11.45,0.62,1,1.61,2,0.76,0.74,23.24,25.2,25.2,50.4,25.2
M,50,0,0,10,20,2X,40,2X,90,56.55,10229.13,10.23,0,0,1,1,0.77,0.78,14.52,21.07,21.07,42.14,21.07
M,50,0,0,10,20,2X,40,2X,90,32.47,6670.72,6.67,0,0,1,1,0.75,0.74,25.4,22.9,22.9,45.8,22.9
M,50,0,0,10,20,2X,40,2X,90,274.95,19651.71,19.65,0,0,1.74,3,0.78,0.79,21.48,20.56,20.56,41.12,20.56
M,50,0,0,10,20,2X,40,2X,90,57.68,8275.59,8.28,0,0,1,1,0.75,0.74,14.44,22.03,22.03,44.06,22.03
M,50,0,0,10,20,2X,40,2X,90,27.3,6576.28,6.58,0,0,1,1,0.75,0.74,21.88,23.66,23.66,47.32,23.66
M,50,0,0,10,20,2X,40,2X,90,174.12,16121.2,16.12,0,0,1.45,2,0.77,0.79,13.88,19.37,19.37,38.74,19.37
M,50,0,0,10,20,2X,40,2X,90,107.43,10117.09,10.12,0,0,1,1,0.75,0.77,11.88,19.12,19.12,38.23,19.12
M,50,0,0,10,20,2X,40,2X,135,244.48,41938.59,41.94,0.77,2,2.05,4,0.72,0.7,13,16.39,16.39,32.79,16.39
M,50,0,0,10,20,2X,40,2X,135,269.82,32513.92,32.51,0,0,1.54,4,0.75,0.82,7.4,13.97,13.97,27.95,13.97
M,50,0,0,10,20,2X,40,2X,135,440.97,83870.07,83.87,0,0,2.24,3,0.77,0.78,10.4,12.62,12.62,25.24,12.62
M,50,0,0,10,20,2X,40,2X,135,364,80499.07,80.5,0.62,1,3.15,6,0.74,0.79,8.44,14.54,14.54,29.09,14.54
M,50,0,0,10,20,2X,40,2X,135,451.1,112764.2,112.76,0.57,1,3.86,6,0.75,0.79,11,12.24,12.24,24.48,12.24
M,50,0,0,10,20,2X,40,2X,135,395.68,93588.16,93.59,0.72,1,3.41,6,0.71,0.68,6.84,12.99,12.99,25.98,12.99
M,50,0,0,10,20,2X,40,2X,135,286.21,50676.79,50.68,0.65,1,2.15,3,0.72,0.72,15.76,15.86,15.86,31.73,15.86
M,50,0,0,10,20,2X,40,2X,135,276.19,41309.87,41.31,0.34,1,2.02,3,0.74,0.77,12.28,14.91,14.91,29.82,14.91
M,50,0,0,10,20,2X,40,2X,135,233.82,72410.48,72.41,0.6,1,2.77,4,0.71,0.7,10.6,15.35,15.35,30.7,15.35
M,50,0,0,10,20,2X,40,2X,135,82.47,12529.24,12.53,0,0,1,1,0.7,0.68,9.8,16.5,16.5,32.99,16.5
M,50,0,0,10,20,2X,40,2X,135,468.06,105625.76,105.63,0.04,1,3.68,8,0.7,0.7,7.56,13.25,13.25,26.5,13.25
M,50,0,0,10,20,2X,40,2X,135,157.87,29457.6,29.46,0.52,1,1.52,2,0.73,0.73,9.2,16.46,16.46,32.93,16.46
M,50,0,0,10,20,2X,40,2X,135,388.73,74423.63,74.42,1.13,2,2.51,4,0.73,0.74,7.76,14.45,14.45,28.9,14.45
M,50,0,0,10,20,2X,40,2X,135,311.04,49528.12,49.53,0,0,1.97,3,0.75,0.78,8.52,14.82,14.82,29.63,14.82
M,50,0,0,10,20,2X,40,2X,135,216.19,37633.44,37.63,0,0,1.87,3,0.76,0.8,9.64,16.3,16.3,32.6,16.3
M,50,0,0,10,20,2X,40,2X,135,173.29,21171.5,21.17,0,0,1.36,2,0.72,0.72,13.28,16.47,16.47,32.93,16.47
M,50,0,0,10,20,2X,40,2X,135,118.02,32081.34,32.08,0.93,2,1.9,3,0.71,0.73,14.24,16.96,16.96,33.92,16.96
M,50,0,0,10,20,2X,40,2X,135,114.23,50966.21,50.97,0.77,1,2.39,4,0.74,0.76,14.76,18.93,18.93,37.87,18.93
M,50,0,0,10,20,2X,40,2X,135,323.26,72023.94,72.02,0.63,1,2.91,5,0.77,0.81,9.88,15.29,15.29,30.58,15.29
M,50,0,0,10,20,2X,40,2X,135,376.54,42387.82,42.39,0.26,1,1.82,5,0.75,0.81,6.6,13.53,13.53,27.06,13.53
M,50,0,0,10,20,2X,40,2X,135,376.49,46099.74,46.1,0,0,2.18,3,0.77,0.75,10.24,16.97,16.97,33.95,16.97
M,50,0,0,10,20,2X,40,2X,135,317.67,44899.56,44.9,0.64,1,1.96,3,0.75,0.75,8.24,16.95,16.95,33.89,16.95
M,50,0,0,10,20,2X,40,2X,135,397.13,73132.36,73.13,0.57,2,3.07,7,0.75,0.78,7.64,12.67,12.67,25.34,12.67
M,50,0,0,10,20,2X,40,2X,135,402.62,57931.92,57.93,0.55,1,3.01,5,0.76,0.78,5.44,12.44,12.44,24.88,12.44
M,50,0,0,10,20,2X,40,2X,135,390.44,56594.77,56.59,0.34,1,2.82,6,0.78,0.83,10.96,14.51,14.51,29.02,14.51
M,50,0,0,20,30,1.50X,45,1.50X,45,270.49,52948.45,52.95,0.92,2,1.9,3,0.63,0.57,5.72,13.27,13.27,26.55,13.27
M,50,0,0,20,30,1.50X,45,1.50X,45,462.35,99443.77,99.44,0.64,2,2.6,6,0.66,0.65,5.48,10.83,10.83,21.65,10.83
M,50,0,0,20,30,1.50X,45,1.50X,45,371.72,89469.7,89.47,0.31,1,1.98,5,0.62,0.55,4.44,10.97,10.97,21.93,10.97
M,50,0,0,20,30,1.50X,45,1.50X,45,303.56,51328,51.33,0,0,1.18,3,0.65,0.65,4.64,11.82,11.82,23.65,11.82
M,50,0,0,20,30,1.50X,45,1.50X,45,362.13,99332.36,99.33,0.59,1,2.41,4,0.61,0.57,4.12,10.27,10.27,20.55,10.27
M,50,0,0,20,30,1.50X,45,1.50X,45,413.31,102749.48,102.75,0.97,2,2.41,5,0.63,0.6,4.12,10.96,10.96,21.92,10.96
M,50,0,0,20,30,1.50X,45,1.50X,45,523.86,123254.47,123.25,0.37,1,2.96,6,0.65,0.68,3.04,10.71,10.71,21.41,10.71
M,50,0,0,20,30,1.50X,45,1.50X,45,370.53,114796.79,114.8,1.07,2,3.57,6,0.61,0.55,4.08,11.13,11.13,22.26,11.13
M,50,0,0,20,30,1.50X,45,1.50X,45,353.99,62641.22,62.64,0,0,1.45,3,0.64,0.61,5.08,12.31,12.31,24.61,12.31
M,50,0,0,20,30,1.50X,45,1.50X,45,370.56,105091.97,105.09,0.58,1,2.44,4,0.61,0.56,3.76,10.75,10.75,21.5,10.75
M,50,0,0,20,30,1.50X,45,1.50X,45,514.99,111695.77,111.7,0.23,1,2.44,5,0.62,0.57,3.96,10.88,10.88,21.76,10.88
M,50,0,0,20,30,1.50X,45,1.50X,45,401.46,99213.63,99.21,0,0,2.18,4,0.63,0.61,5.48,12.19,12.19,24.38,12.19
M,50,0,0,20,30,1.50X,45,1.50X,45,299.49,44528.79,44.53,0,0,1.09,2,0.65,0.63,5.4,12.72,12.72,25.44,12.72
M,50,0,0,20,30,1.50X,45,1.50X,45,433.8,76927.66,76.93,0,0,1.85,4,0.7,0.74,3.84,11.83,11.83,23.65,11.83
M,50,0,0,20,30,1.50X,45,1.50X,45,410.51,110724.63,110.72,0.33,1,2.61,5,0.62,0.59,4.24,10.87,10.87,21.73,10.87
M,50,0,0,20,30,1.50X,45,1.50X,45,335.8,53156.69,53.16,0,0,1.34,2,0.65,0.6,4.92,12.12,12.12,24.24,12.12
M,50,0,0,20,30,1.50X,45,1.50X,45,334.98,56157.91,56.16,0,0,1.31,2,0.65,0.62,4.64,11.72,11.72,23.44,11.72
M,50,0,0,20,30,1.50X,45,1.50X,45,453.94,97921.33,97.92,0,0,2.36,5,0.63,0.6,3.36,10.15,10.15,20.3,10.15
M,50,0,0,20,30,1.50X,45,1.50X,45,395.87,89939.85,89.94,0,0,2.05,5,0.65,0.67,4.8,10.92,10.92,21.84,10.92
M,50,0,0,20,30,1.50X,45,1.50X,45,515.05,95966.95,95.97,0,0,2.2,4,0.66,0.66,3.32,10.7,10.7,21.4,10.7
M,50,0,0,20,30,1.50X,45,1.50X,45,218.48,41246.34,41.25,0,0,1.3,2,0.67,0.61,6.2,14.34,14.34,28.67,14.34
M,50,0,0,20,30,1.50X,45,1.50X,45,508.95,92308.53,92.31,0,0,2.14,4,0.64,0.62,4.64,12.09,12.09,24.19,12.09
M,50,0,0,20,30,1.50X,45,1.50X,45,402.44,96346.48,96.35,0.36,1,2.78,5,0.63,0.61,3.76,11.25,11.25,22.5,11.25
M,50,0,0,20,30,1.50X,45,1.50X,45,261.65,45052.12,45.05,0,0,1.35,2,0.64,0.59,6.4,12.7,12.7,25.4,12.7
M,50,0,0,20,30,1.50X,45,1.50X,45,433.67,109551.42,109.55,0,0,2.07,3,0.6,0.55,4.56,10.52,10.52,21.05,10.52
M,50,0,0,20,30,1.50X,45,1.50X,90,488.58,123319.39,123.32,0.52,1,3.07,6,0.66,0.65,3.84,11.64,11.64,23.27,11.64
M,50,0,0,20,30,1.50X,45,1.50X,90,557.3,135420.78,135.42,0,0,2.9,7,0.64,0.7,2.4,9.57,9.57,19.14,9.57
M,50,0,0,20,30,1.50X,45,1.50X,90,512.78,134798.84,134.8,0,0,3.11,7,0.66,0.65,3.12,10.03,10.03,20.06,10.03
M,50,0,0,20,30,1.50X,45,1.50X,90,479.34,108623.86,108.62,0.48,1,2.52,5,0.63,0.6,3.88,10.71,10.71,21.42,10.71
M,50,0,0,20,30,1.50X,45,1.50X,90,471.49,121857.2,121.86,1,2,2.89,6,0.62,0.65,3.04,9.31,9.31,18.62,9.31
M,50,0,0,20,30,1.50X,45,1.50X,90,601.7,138980.53,138.98,0.71,2,3.93,9,0.63,0.63,2.64,9.56,9.56,19.13,9.56
M,50,0,0,20,30,1.50X,45,1.50X,90,598.84,128106.66,128.11,0.29,0,2.88,6,0.67,0.7,2.6,10.05,10.05,20.1,10.05
M,50,0,0,20,30,1.50X,45,1.50X,90,463.76,135932.31,135.93,0.81,2,3.64,9,0.62,0.63,3.12,9.99,9.99,19.99,9.99
M,50,0,0,20,30,1.50X,45,1.50X,90,538.91,126236.86,126.24,0,0,2.85,5,0.67,0.67,4.12,11.14,11.14,22.28,11.14
M,50,0,0,20,30,1.50X,45,1.50X,90,491.43,128107.66,128.11,0,0,2.43,5,0.64,0.62,3.48,9.93,9.93,19.85,9.93
M,50,0,0,20,30,1.50X,45,1.50X,90,511.17,117440.26,117.44,0,0,2.29,4,0.65,0.63,3.48,11.18,11.18,22.36,11.18
M,50,0,0,20,30,1.50X,45,1.50X,90,469.06,113075.98,113.08,0.9,2,3.32,6,0.64,0.63,5.04,11.45,11.45,22.89,11.45
M,50,0,0,20,30,1.50X,45,1.50X,90,523.55,120196.74,120.2,0,0,2.41,6,0.66,0.67,3.36,11.15,11.15,22.29,11.15
M,50,0,0,20,30,1.50X,45,1.50X,90,519.95,108758.04,108.76,0,0,2.11,4,0.65,0.63,3,10.69,10.69,21.38,10.69
M,50,0,0,20,30,1.50X,45,1.50X,90,490.51,137462.19,137.46,0,0,3.2,6,0.61,0.57,3,9.49,9.49,18.99,9.49
M,50,0,0,20,30,1.50X,45,1.50X,90,472.86,93379.69,93.38,0.29,0,2.16,4,0.63,0.61,3.8,10.94,10.94,21.88,10.94
M,50,0,0,20,30,1.50X,45,1.50X,90,415.67,105176.89,105.18,0,0,2.57,5,0.65,0.62,3.56,10.82,10.82,21.65,10.82
M,50,0,0,20,30,1.50X,45,1.50X,90,523.29,139073.75,139.07,1.03,2,4.38,9,0.62,0.61,2.64,9.48,9.48,18.97,9.48
M,50,0,0,20,30,1.50X,45,1.50X,90,462.42,87662.01,87.66,0,0,1.48,4,0.66,0.67,3.32,10.44,10.44,20.88,10.44
M,50,0,0,20,30,1.50X,45,1.50X,90,573.32,117841.98,117.84,0,0,2.23,4,0.66,0.64,4.24,10.32,10.32,20.65,10.32
M,50,0,0,20,30,1.50X,45,1.50X,90,432.12,108148.89,108.15,0.38,1,2.91,8,0.62,0.58,4.12,12.39,12.39,24.77,12.39
M,50,0,0,20,30,1.50X,45,1.50X,90,655.26,129502.93,129.5,0.69,2,3.1,9,0.63,0.63,3,10.75,10.75,21.51,10.75
M,50,0,0,20,30,1.50X,45,1.50X,90,521.48,133729.3,133.73,0,0,3.19,6,0.63,0.61,3.16,10.37,10.37,20.75,10.37
M,50,0,0,20,30,1.50X,45,1.50X,90,418.55,89476.06,89.48,0,0,1.79,3,0.68,0.66,5,11.45,11.45,22.89,11.45
M,50,0,0,20,30,1.50X,45,1.50X,90,512.72,134587.31,134.59,0.41,1,3.66,8,0.63,0.63,3.76,9.77,9.77,19.54,9.77
M,50,0,0,20,30,1.50X,45,1.50X,135,583.71,132525.22,132.53,0.59,2,3.31,8,0.64,0.65,2.72,10.63,10.63,21.27,10.63
M,50,0,0,20,30,1.50X,45,1.50X,135,596.63,144681.77,144.68,0.08,1,3.08,8,0.63,0.59,2.24,9.07,9.07,18.15,9.07
M,50,0,0,20,30,1.50X,45,1.50X,135,551.01,142058,142.06,0.5,1,3.65,9,0.57,0.53,3.08,9.45,9.45,18.9,9.45
M,50,0,0,20,30,1.50X,45,1.50X,135,559.89,132508.95,132.51,0,0,2.64,6,0.63,0.59,3.12,10.03,10.03,20.06,10.03
M,50,0,0,20,30,1.50X,45,1.50X,135,522.13,138294.81,138.29,0.62,2,2.91,8,0.65,0.65,2.56,8.86,8.86,17.73,8.86
M,50,0,0,20,30,1.50X,45,1.50X,135,633.79,143428.12,143.43,0.42,2,3.44,11,0.62,0.66,1.88,9.07,9.07,18.14,9.07
M,50,0,0,20,30,1.50X,45,1.50X,135,619.39,137026.72,137.03,0,0,2.91,9,0.63,0.63,2.72,9.64,9.64,19.29,9.64
M,50,0,0,20,30,1.50X,45,1.50X,135,513.92,143254.62,143.25,0.35,1,3.59,9,0.63,0.69,3,9.7,9.7,19.4,9.7
M,50,0,0,20,30,1.50X,45,1.50X,135,613.38,139287.08,139.29,0.24,1,3.09,7,0.67,0.7,2.92,10.23,10.23,20.45,10.23
M,50,0,0,20,30,1.50X,45,1.50X,135,543.9,143067.6,143.07,0,0,3.23,9,0.62,0.57,3.24,9.24,9.24,18.47,9.24
M,50,0,0,20,30,1.50X,45,1.50X,135,540.26,133082.22,133.08,0.29,1,2.75,7,0.64,0.59,3.28,10.81,10.81,21.62,10.81
M,50,0,0,20,30,1.50X,45,1.50X,135,544.32,126776.16,126.78,0.38,1,2.78,5,0.66,0.62,3.4,10.67,10.67,21.34,10.67
M,50,0,0,20,30,1.50X,45,1.50X,135,604.07,140704.69,140.7,0,0,3.3,7,0.62,0.57,2.56,9.97,9.97,19.94,9.97
M,50,0,0,20,30,1.50X,45,1.50X,135,580.51,135588.25,135.59,0,0,2.89,6,0.66,0.66,2.48,10,10,20,10
M,50,0,0,20,30,1.50X,45,1.50X,135,525.07,146204.86,146.2,0.58,1,4.48,10,0.62,0.58,2.64,9.09,9.09,18.17,9.09
M,50,0,0,20,30,1.50X,45,1.50X,135,531.12,124028.91,124.03,0,0,2.67,6,0.67,0.69,2.96,10.38,10.38,20.76,10.38
M,50,0,0,20,30,1.50X,45,1.50X,135,518.26,131431.1,131.43,0,0,2.97,5,0.66,0.61,3.68,10.02,10.02,20.04,10.02
