mod,nAg,nOb,rRep,rOr,rOrX,rAt,rAtX,gr,inf,infnew,fouOLD,fou,dist,infneiOLD,infnei,infcom,exp,iso,isoLast,cco,ccoLast,cc,ccLast,degIn,degOut,degTot,avgDeg
M,200,0,10,15,1.50X,30,2X,4,24,0.12,130,65,78.91,189.38,0.95,3.78,-56.66,1.24,1,5.43,3,0.72,0.73,21.7,21.7,43.4,21.7
M,200,0,20,30,1.50X,45,1.50X,4,16,0.08,174,87,78.88,180.49,0.9,1.48,-47.4,1.14,2,3.05,4,0.65,0.65,24.44,24.44,48.88,24.44
T7,200,0,20,30,1.50X,45,1.50X,1,16,0.08,137,68.5,78.87,139.15,0.7,1.1,191.55,0,0,1.1,1,0.5,0.49,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,1,16,0.08,137,68.5,78.87,139.15,0.7,1.1,191.55,0,0,1.1,1,0.5,0.49,7,7,14,7
T7,100,0,20,40,2X,60,1.50X,4,16,0.16,70,70,78.81,71.84,0.72,2,-54.07,0,0,2,1,0.57,0.51,7,7,14,7
T7,100,0,20,40,2X,80,2X,4,16,0.16,70,70,78.81,71.84,0.72,2,-54.07,0,0,2,1,0.57,0.51,7,7,14,7
T7,100,0,20,30,1.50X,45,1.50X,2,8,0.08,62,62,78.81,52.7,0.53,2.05,14.85,0,0,2.05,2,0.6,0.55,7,7,14,7
T7,100,0,20,30,1.50X,60,2X,2,8,0.08,62,62,78.81,52.7,0.53,2.05,14.85,0,0,2.05,2,0.6,0.55,7,7,14,7
M,200,0,10,20,2X,40,2X,2,8,0.04,0,0,78.81,190.46,0.95,1.78,-69.64,0,0,1.78,1,0.76,0.71,52.16,52.16,104.32,52.16
M,50,0,20,30,1.50X,45,1.50X,4,8,0.16,37,74,78.79,31.36,0.63,2.85,-32.43,0,0,3.12,3,0.76,0.78,7.67,7.67,15.35,7.67
T7,50,0,10,20,2X,30,1.50X,1,8,0.16,3,6,78.76,24.51,0.49,1.03,246.94,0,0,1.77,3,0.63,0.69,7,7,14,7
T7,50,0,10,20,2X,40,2X,1,8,0.16,3,6,78.76,24.51,0.49,1.03,246.94,0,0,1.77,3,0.63,0.69,7,7,14,7
M,50,0,10,15,1.50X,30,2X,1,8,0.16,40,80,78.66,31.84,0.64,1.69,109.59,1,1,2.92,3,0.75,0.74,15.74,15.74,31.47,15.74
T7,100,0,10,15,1.50X,22,1.50X,4,8,0.08,44,44,78.61,47.15,0.47,2.01,-51.49,0,0,2.72,2,0.63,0.6,7,7,14,7
T7,100,0,10,15,1.50X,30,2X,4,8,0.08,44,44,78.61,47.15,0.47,2.01,-51.49,0,0,2.72,2,0.63,0.6,7,7,14,7
T7,50,0,20,30,1.50X,45,1.50X,4,24,0.48,43,86,78.6,46.52,0.93,1.44,-51.04,0,0,1.44,1,0.62,0.59,7,7,14,7
T7,50,0,20,30,1.50X,60,2X,4,24,0.48,43,86,78.6,46.52,0.93,1.44,-51.04,0,0,1.44,1,0.62,0.59,7,7,14,7
M,100,0,20,30,1.50X,45,1.50X,2,16,0.16,72,72,78.6,83.85,0.84,2.31,-49.73,0.25,0,3.13,2,0.67,0.64,13.65,13.65,27.3,13.65
T7,200,0,20,30,1.50X,45,1.50X,4,8,0.04,100,50,78.48,95.09,0.48,1.25,-14.07,0,0,1.31,1,0.54,0.51,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,4,8,0.04,100,50,78.48,95.09,0.48,1.25,-14.07,0,0,1.31,1,0.54,0.51,7,7,14,7
T7,200,0,20,30,1.50X,45,1.50X,1,24,0.12,135,67.5,78.47,167.62,0.84,1.11,228.13,0,0,1.14,1,0.5,0.49,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,1,24,0.12,135,67.5,78.47,167.62,0.84,1.11,228.13,0,0,1.14,1,0.5,0.49,7,7,14,7
V,100,0,10,15,1.50X,22,1.50X,1,16,0.16,79,79,78.46,80.84,0.81,1,90.85,0.41,0,1.41,1,0.39,0.42,10.21,10.21,20.42,10.21
V,100,0,10,15,1.50X,30,2X,1,16,0.16,79,79,78.46,80.84,0.81,1,90.85,0.41,0,1.41,1,0.39,0.42,10.21,10.21,20.42,10.21
M,50,0,10,20,2X,40,2X,2,24,0.48,25,50,78.4,49.97,1,2,-5.87,0,0,2,2,0.88,0.89,19.53,19.53,39.06,19.53
T7,200,0,10,15,1.50X,22,1.50X,4,16,0.08,169,84.5,78.38,135.48,0.68,4.1,-48.24,0,0,4.14,3,0.6,0.56,7,7,14,7
T7,200,0,10,15,1.50X,30,2X,4,16,0.08,169,84.5,78.38,135.48,0.68,4.1,-48.24,0,0,4.14,3,0.6,0.56,7,7,14,7
T7,200,0,20,40,2X,60,1.50X,2,16,0.08,121,60.5,78.38,143.54,0.72,1.59,-42.46,0,0,1.59,1,0.51,0.49,7,7,14,7
T7,200,0,20,40,2X,80,2X,2,16,0.08,121,60.5,78.38,143.54,0.72,1.59,-42.46,0,0,1.59,1,0.51,0.49,7,7,14,7
T7,50,0,20,40,2X,60,1.50X,2,8,0.16,38,76,78.36,29.06,0.58,1.58,4.36,0,0,2.37,2,0.66,0.58,7,7,14,7
T7,50,0,20,40,2X,80,2X,2,8,0.16,38,76,78.36,29.06,0.58,1.58,4.36,0,0,2.37,2,0.66,0.58,7,7,14,7
T7,200,0,20,40,2X,60,1.50X,4,24,0.12,137,68.5,78.34,184.67,0.92,2,-48.65,0,0,2,1,0.51,0.5,7,7,14,7
T7,200,0,20,40,2X,80,2X,4,24,0.12,137,68.5,78.34,184.67,0.92,2,-48.65,0,0,2,1,0.51,0.5,7,7,14,7
M,200,0,20,30,1.50X,45,1.50X,2,8,0.04,159,79.5,78.31,151.59,0.76,1.1,-13.74,0,0,1.44,3,0.64,0.66,27,27,53.99,27
T7,100,0,10,20,2X,30,1.50X,2,16,0.16,72,72,78.31,75.85,0.76,2.88,-50.48,0,0,3.75,3,0.66,0.6,7,7,14,7
T7,100,0,10,20,2X,40,2X,2,16,0.16,72,72,78.31,75.85,0.76,2.88,-50.48,0,0,3.75,3,0.66,0.6,7,7,14,7
T7,200,0,10,15,1.50X,22,1.50X,1,8,0.04,117,58.5,78.31,82.76,0.41,3.34,155.24,0,0,4.05,3,0.57,0.54,7,7,14,7
T7,200,0,10,15,1.50X,30,2X,1,8,0.04,117,58.5,78.31,82.76,0.41,3.34,155.24,0,0,4.05,3,0.57,0.54,7,7,14,7
T7,200,0,20,40,2X,60,1.50X,1,8,0.04,111,55.5,78.26,98.26,0.49,1,207.16,0,0,1,1,0.5,0.48,7,7,14,7
T7,200,0,20,40,2X,80,2X,1,8,0.04,111,55.5,78.26,98.26,0.49,1,207.16,0,0,1,1,0.5,0.48,7,7,14,7
T7,200,0,20,40,2X,60,1.50X,2,16,0.08,120,60,78.2,152.25,0.76,1.45,-16.28,0,0,1.45,1,0.5,0.49,7,7,14,7
T7,200,0,20,40,2X,80,2X,2,16,0.08,120,60,78.2,152.25,0.76,1.45,-16.28,0,0,1.45,1,0.5,0.49,7,7,14,7
T7,50,0,20,30,1.50X,45,1.50X,2,16,0.32,42,84,78.17,37.04,0.74,1.09,-12.83,0,0,1.69,2,0.66,0.63,7,7,14,7
T7,50,0,20,30,1.50X,60,2X,2,16,0.32,42,84,78.17,37.04,0.74,1.09,-12.83,0,0,1.69,2,0.66,0.63,7,7,14,7
T7,200,0,20,30,1.50X,45,1.50X,2,16,0.08,130,65,78.17,145.93,0.73,1.08,19.66,0,0,1.08,1,0.5,0.5,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,2,16,0.08,130,65,78.17,145.93,0.73,1.08,19.66,0,0,1.08,1,0.5,0.5,7,7,14,7
M,200,0,20,40,2X,60,1.50X,4,8,0.04,181,90.5,78.12,168.52,0.84,1.52,-67.55,0,0,2.07,2,0.74,0.73,46.66,46.66,93.33,46.66
T7,100,0,20,30,1.50X,45,1.50X,2,16,0.16,90,90,78.09,77.83,0.78,1.69,-21.58,0,0,1.69,2,0.57,0.52,7,7,14,7
T7,100,0,20,30,1.50X,60,2X,2,16,0.16,90,90,78.09,77.83,0.78,1.69,-21.58,0,0,1.69,2,0.57,0.52,7,7,14,7
M,50,0,10,15,1.50X,22,1.50X,1,8,0.16,5,10,78.09,26.77,0.54,1,80.52,1.07,1,2.97,3,0.65,0.7,9.67,9.67,19.35,9.67
M,50,0,10,20,2X,30,1.50X,4,24,0.48,31,62,78.08,48.4,0.97,3.95,-56.03,0,0,3.95,3,0.86,0.83,8.95,8.95,17.9,8.95
V,100,0,10,15,1.50X,22,1.50X,1,16,0.16,52,52,78.04,84.08,0.84,1,137.56,0.47,0,1.47,1,0.38,0.39,10.24,10.24,20.47,10.24
V,100,0,10,15,1.50X,30,2X,1,16,0.16,52,52,78.04,84.08,0.84,1,137.56,0.47,0,1.47,1,0.38,0.39,10.24,10.24,20.47,10.24
V,50,0,10,20,2X,30,1.50X,1,16,0.32,19,38,78.02,33.13,0.66,1,70.96,0.07,0,1.07,1,0.43,0.38,9.25,9.25,18.5,9.25
V,50,0,10,20,2X,40,2X,1,16,0.32,19,38,78.02,33.13,0.66,1,70.96,0.07,0,1.07,1,0.43,0.38,9.25,9.25,18.5,9.25
T7,50,0,20,40,2X,60,1.50X,4,8,0.16,13,26,78.01,35.68,0.71,3.03,-55.42,0,0,3.03,2,0.67,0.58,7,7,14,7
T7,50,0,20,40,2X,80,2X,4,8,0.16,13,26,78.01,35.68,0.71,3.03,-55.42,0,0,3.03,2,0.67,0.58,7,7,14,7
M,100,0,20,40,2X,80,2X,4,8,0.08,95,95,77.97,94.38,0.94,1.84,-68.46,0,0,1.91,1,0.85,0.82,35.22,35.22,70.43,35.22
M,200,0,20,30,1.50X,60,2X,1,8,0.04,86,43,77.95,156.86,0.78,1.09,226.44,0,0,1.09,1,0.69,0.68,34.3,34.3,68.59,34.3
M,200,0,20,30,1.50X,60,2X,4,8,0.04,168,84,77.93,187.14,0.94,1.47,-38.1,0,0,1.47,1,0.72,0.73,45,45,90,45
M,200,0,20,30,1.50X,45,1.50X,4,16,0.08,132,66,77.91,179.79,0.9,1.73,-19.97,0,0,1.73,2,0.67,0.7,24.64,24.64,49.28,24.64
M,100,0,10,15,1.50X,22,1.50X,4,24,0.24,81,81,77.9,80.68,0.81,3.41,-58.71,0.06,1,5.27,5,0.68,0.64,11.33,11.33,22.67,11.33
T7,200,0,20,30,1.50X,45,1.50X,1,16,0.08,122,61,77.9,145.9,0.73,1,205.37,0,0,1,1,0.49,0.5,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,1,16,0.08,122,61,77.9,145.9,0.73,1,205.37,0,0,1,1,0.49,0.5,7,7,14,7
V,50,0,10,20,2X,30,1.50X,2,8,0.16,1,2,77.89,33.53,0.67,1,-75.22,0.02,0,1.02,1,0.42,0.41,9.46,9.46,18.92,9.46
V,50,0,10,20,2X,40,2X,2,8,0.16,1,2,77.89,33.53,0.67,1,-75.22,0.02,0,1.02,1,0.42,0.41,9.46,9.46,18.92,9.46
T7,100,0,10,20,2X,30,1.50X,4,8,0.08,63,63,77.84,46.21,0.46,4.05,-35.56,0,0,4.49,4,0.71,0.65,7,7,14,7
T7,100,0,10,20,2X,40,2X,4,8,0.08,63,63,77.84,46.21,0.46,4.05,-35.56,0,0,4.49,4,0.71,0.65,7,7,14,7
T7,200,0,10,20,2X,30,1.50X,4,24,0.12,175,87.5,77.78,180.55,0.9,2.83,-42.76,0,0,2.83,2,0.56,0.51,7,7,14,7
T7,200,0,10,20,2X,40,2X,4,24,0.12,175,87.5,77.78,180.55,0.9,2.83,-42.76,0,0,2.83,2,0.56,0.51,7,7,14,7
M,100,0,10,20,2X,30,1.50X,2,8,0.08,89,89,77.76,83.54,0.84,1.47,-55.78,0,0,1.8,2,0.74,0.74,28,28,56.01,28
M,100,0,20,30,1.50X,45,1.50X,4,8,0.08,67,67,77.7,58.28,0.58,2.4,-38.42,0.77,1,3.17,3,0.68,0.67,13.19,13.19,26.38,13.19
M,100,0,10,15,1.50X,22,1.50X,4,24,0.24,87,87,77.65,90.16,0.9,3.88,-47.36,0.49,1,4.74,5,0.69,0.64,9.25,9.25,18.49,9.25
M,100,0,20,30,1.50X,45,1.50X,2,24,0.24,84,84,77.63,91.83,0.92,2.46,-64.15,0,0,3.14,2,0.69,0.7,18.27,18.27,36.54,18.27
V,50,0,20,40,2X,60,1.50X,1,24,0.48,44,88,77.62,41.44,0.83,1,110.62,0.33,0,1.33,1,0.43,0.49,9.2,9.2,18.41,9.2
V,50,0,20,40,2X,80,2X,1,24,0.48,44,88,77.62,41.44,0.83,1,110.62,0.33,0,1.33,1,0.43,0.49,9.2,9.2,18.41,9.2
M,200,0,10,15,1.50X,22,1.50X,4,16,0.08,182,91,77.58,165.43,0.83,4.07,-67.74,0.19,0,5.81,5,0.66,0.67,16.93,16.93,33.87,16.93
T7,200,0,20,40,2X,60,1.50X,4,24,0.12,172,86,77.54,171.11,0.86,1.19,-39.16,0,0,1.19,1,0.5,0.48,7,7,14,7
T7,200,0,20,40,2X,80,2X,4,24,0.12,172,86,77.54,171.11,0.86,1.19,-39.16,0,0,1.19,1,0.5,0.48,7,7,14,7
T7,200,0,10,20,2X,30,1.50X,1,24,0.12,160,80,77.54,156.15,0.78,3.01,106.86,0,0,3.01,2,0.55,0.51,7,7,14,7
T7,200,0,10,20,2X,40,2X,1,24,0.12,160,80,77.54,156.15,0.78,3.01,106.86,0,0,3.01,2,0.55,0.51,7,7,14,7
V,50,0,20,40,2X,60,1.50X,2,16,0.32,48,96,77.51,39.51,0.79,1,-56.24,0.21,0,1.24,1,0.42,0.46,9.27,9.27,18.53,9.27
V,50,0,20,40,2X,80,2X,2,16,0.32,48,96,77.51,39.51,0.79,1,-56.24,0.21,0,1.24,1,0.42,0.46,9.27,9.27,18.53,9.27
M,200,0,10,20,2X,30,1.50X,4,16,0.08,166,83,77.51,195.51,0.98,1.99,-45.71,0,0,1.99,2,0.71,0.71,33.6,33.6,67.19,33.6
T7,200,0,20,40,2X,60,1.50X,1,24,0.12,159,79.5,77.48,168.06,0.84,1.15,166.15,0,0,1.15,1,0.49,0.49,7,7,14,7
T7,200,0,20,40,2X,80,2X,1,24,0.12,159,79.5,77.48,168.06,0.84,1.15,166.15,0,0,1.15,1,0.49,0.49,7,7,14,7
T7,100,0,20,40,2X,60,1.50X,1,8,0.08,68,68,77.45,56.89,0.57,1,140.28,0,0,1,1,0.55,0.52,7,7,14,7
T7,100,0,20,40,2X,80,2X,1,8,0.08,68,68,77.45,56.89,0.57,1,140.28,0,0,1,1,0.55,0.52,7,7,14,7
M,200,0,20,30,1.50X,45,1.50X,1,24,0.12,156,78,77.43,183.49,0.92,1.34,170.32,1.34,2,2.9,4,0.64,0.65,27.62,27.62,55.24,27.62
M,200,0,20,30,1.50X,45,1.50X,2,8,0.04,118,59,77.41,145.95,0.73,1.22,10.14,0.46,1,2.14,3,0.64,0.65,19.81,19.81,39.63,19.81
M,50,0,20,30,1.50X,60,2X,1,16,0.32,1,2,77.4,48.02,0.96,1,66.38,0,0,1,1,0.76,0.7,23.56,23.56,47.11,23.56
T7,100,0,20,40,2X,60,1.50X,4,16,0.16,76,76,77.39,77.25,0.77,1.97,-50.4,0,0,1.97,1,0.61,0.55,7,7,14,7
T7,100,0,20,40,2X,80,2X,4,16,0.16,76,76,77.39,77.25,0.77,1.97,-50.4,0,0,1.97,1,0.61,0.55,7,7,14,7
T7,100,0,20,40,2X,60,1.50X,4,8,0.08,69,69,77.34,51.33,0.51,1.48,-48.77,0,0,1.95,1,0.58,0.53,7,7,14,7
T7,100,0,20,40,2X,80,2X,4,8,0.08,69,69,77.34,51.33,0.51,1.48,-48.77,0,0,1.95,1,0.58,0.53,7,7,14,7
M,50,0,20,30,1.50X,45,1.50X,1,16,0.32,14,28,77.31,39.75,0.8,1.65,179.18,0,0,1.65,2,0.67,0.72,10.09,10.09,20.17,10.09
V,200,0,10,15,1.50X,22,1.50X,1,16,0.08,197,98.5,77.26,170.17,0.85,1,11.59,0.09,0,1.09,1,0.37,0.35,12,12,24,12
V,200,0,10,15,1.50X,30,2X,1,16,0.08,197,98.5,77.26,170.17,0.85,1,11.59,0.09,0,1.09,1,0.37,0.35,12,12,24,12
M,200,0,10,15,1.50X,30,2X,1,8,0.04,197,98.5,77.25,169.92,0.85,1,1.62,0.03,0,1.66,2,0.7,0.76,53.77,53.77,107.55,53.77
T7,200,0,20,40,2X,60,1.50X,4,24,0.12,159,79.5,77.23,168.92,0.84,1.71,-49.61,0,0,1.71,1,0.51,0.49,7,7,14,7
T7,200,0,20,40,2X,80,2X,4,24,0.12,159,79.5,77.23,168.92,0.84,1.71,-49.61,0,0,1.71,1,0.51,0.49,7,7,14,7
T7,200,0,20,30,1.50X,45,1.50X,2,8,0.04,130,65,77.14,80.23,0.4,1.05,44.98,0,0,1.66,2,0.52,0.53,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,2,8,0.04,130,65,77.14,80.23,0.4,1.05,44.98,0,0,1.66,2,0.52,0.53,7,7,14,7
M,200,0,20,30,1.50X,45,1.50X,1,24,0.12,184,92,77.1,185.53,0.93,1.11,87.63,0,0,1.74,2,0.66,0.71,34.91,34.91,69.83,34.91
M,50,0,10,15,1.50X,30,2X,2,24,0.48,47,94,77.05,42.36,0.85,1.94,-60.97,0.04,0,3.28,3,0.8,0.84,11.94,11.94,23.89,11.94
T7,200,0,10,15,1.50X,22,1.50X,2,16,0.08,119,59.5,77.04,157.47,0.79,3.12,0.93,0,0,3.12,3,0.57,0.55,7,7,14,7
T7,200,0,10,15,1.50X,30,2X,2,16,0.08,119,59.5,77.04,157.47,0.79,3.12,0.93,0,0,3.12,3,0.57,0.55,7,7,14,7
M,200,0,10,20,2X,40,2X,2,8,0.04,17,8.5,77,188.59,0.94,2,-14.18,0.03,1,2.03,3,0.74,0.72,40.13,40.13,80.26,40.13
M,50,0,10,20,2X,30,1.50X,1,8,0.16,0,0,76.95,40.72,0.81,1,-7.42,0,0,1,1,0.75,0.73,21.89,21.89,43.78,21.89
T7,100,0,20,40,2X,60,1.50X,1,16,0.16,60,60,76.94,75.31,0.75,1.69,220.01,0,0,1.69,1,0.59,0.57,7,7,14,7
T7,100,0,20,40,2X,80,2X,1,16,0.16,60,60,76.94,75.31,0.75,1.69,220.01,0,0,1.69,1,0.59,0.57,7,7,14,7
T7,200,0,20,30,1.50X,45,1.50X,4,8,0.04,126,63,76.88,98.16,0.49,1.61,-15.19,0,0,1.88,1,0.53,0.51,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,4,8,0.04,126,63,76.88,98.16,0.49,1.61,-15.19,0,0,1.88,1,0.53,0.51,7,7,14,7
M,50,0,10,20,2X,40,2X,2,16,0.32,27,54,76.84,48.37,0.97,2.15,-28.38,0,0,2.15,2,0.88,0.88,19.01,19.01,38.02,19.01
M,100,0,10,15,1.50X,30,2X,2,16,0.16,53,53,76.8,86.52,0.87,2,-47.88,0,0,2.91,3,0.75,0.73,20.07,20.07,40.14,20.07
M,100,0,10,15,1.50X,22,1.50X,1,8,0.08,14,14,76.73,62.96,0.63,1.88,150.44,0.77,1,2.13,5,0.62,0.58,13.77,13.77,27.53,13.77
M,50,0,10,15,1.50X,22,1.50X,2,16,0.32,16,32,76.72,25.55,0.51,3.76,39.39,1.19,1,5.86,6,0.68,0.76,6.13,6.13,12.26,6.13
T7,50,0,10,15,1.50X,22,1.50X,1,8,0.16,18,36,76.71,26.53,0.53,1.82,155.71,0,0,1.94,2,0.69,0.71,7,7,14,7
T7,50,0,10,15,1.50X,30,2X,1,8,0.16,18,36,76.71,26.53,0.53,1.82,155.71,0,0,1.94,2,0.69,0.71,7,7,14,7
T7,200,0,20,30,1.50X,45,1.50X,1,8,0.04,125,62.5,76.69,98.41,0.49,1,192.23,0,0,1,1,0.51,0.5,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,1,8,0.04,125,62.5,76.69,98.41,0.49,1,192.23,0,0,1,1,0.51,0.5,7,7,14,7
T7,200,0,10,20,2X,30,1.50X,4,24,0.12,162,81,76.68,171.48,0.86,4.07,-51.08,0,0,4.07,3,0.58,0.52,7,7,14,7
T7,200,0,10,20,2X,40,2X,4,24,0.12,162,81,76.68,171.48,0.86,4.07,-51.08,0,0,4.07,3,0.58,0.52,7,7,14,7
M,50,0,10,15,1.50X,30,2X,4,24,0.48,40,80,76.63,49.36,0.99,4.09,-68.88,0.18,2,4.19,4,0.81,0.8,9.76,9.76,19.51,9.76
M,200,0,20,30,1.50X,60,2X,4,8,0.04,136,68,76.6,176.17,0.88,1.85,-30.6,0,0,2.85,3,0.72,0.72,33.84,33.84,67.68,33.84
V,50,0,20,30,1.50X,45,1.50X,1,24,0.48,28,56,76.6,42.14,0.84,1,129.11,0.1,1,1.1,2,0.44,0.35,8.87,8.87,17.74,8.87
V,50,0,20,30,1.50X,60,2X,1,24,0.48,28,56,76.6,42.14,0.84,1,129.11,0.1,1,1.1,2,0.44,0.35,8.87,8.87,17.74,8.87
M,200,0,20,30,1.50X,60,2X,4,8,0.04,158,79,76.55,161.79,0.81,1.41,-57.74,0,0,1.96,1,0.72,0.7,31.88,31.88,63.76,31.88
T7,100,0,20,30,1.50X,45,1.50X,2,8,0.08,50,50,76.55,43.32,0.43,1.59,-1.56,0,0,2.21,3,0.63,0.6,7,7,14,7
T7,100,0,20,30,1.50X,60,2X,2,8,0.08,50,50,76.55,43.32,0.43,1.59,-1.56,0,0,2.21,3,0.63,0.6,7,7,14,7
T7,50,0,20,30,1.50X,45,1.50X,1,8,0.16,28,56,76.54,28.06,0.56,1.08,226.21,0,0,1.52,1,0.67,0.69,7,7,14,7
T7,50,0,20,30,1.50X,60,2X,1,8,0.16,28,56,76.54,28.06,0.56,1.08,226.21,0,0,1.52,1,0.67,0.69,7,7,14,7
V,100,0,10,15,1.50X,22,1.50X,1,16,0.16,93,93,76.53,87.5,0.88,1,40.08,0.12,0,1.12,1,0.38,0.41,10.93,10.93,21.87,10.93
V,100,0,10,15,1.50X,30,2X,1,16,0.16,93,93,76.53,87.5,0.88,1,40.08,0.12,0,1.12,1,0.38,0.41,10.93,10.93,21.87,10.93
M,200,0,20,30,1.50X,60,2X,2,16,0.08,170,85,76.5,191.58,0.96,1.28,-66.46,0,0,1.28,1,0.71,0.71,47.92,47.92,95.84,47.92
M,200,0,10,15,1.50X,22,1.50X,2,24,0.12,185,92.5,76.35,173.29,0.87,1.75,-38.44,1.01,1,3.18,4,0.64,0.72,18.76,18.76,37.52,18.76
T7,100,0,20,40,2X,60,1.50X,1,8,0.08,48,48,76.35,56.69,0.57,1.57,172.45,0,0,1.57,1,0.56,0.54,7,7,14,7
T7,100,0,20,40,2X,80,2X,1,8,0.08,48,48,76.35,56.69,0.57,1.57,172.45,0,0,1.57,1,0.56,0.54,7,7,14,7
V,50,0,20,30,1.50X,45,1.50X,1,8,0.16,39,78,76.32,28.33,0.57,1,98.19,0.23,0,1.23,1,0.43,0.45,9.02,9.02,18.04,9.02
V,50,0,20,30,1.50X,60,2X,1,8,0.16,39,78,76.32,28.33,0.57,1,98.19,0.23,0,1.23,1,0.43,0.45,9.02,9.02,18.04,9.02
T7,50,0,10,20,2X,30,1.50X,4,24,0.48,38,76,76.32,49.4,0.99,3.04,-40.52,0,0,3.04,3,0.68,0.66,7,7,14,7
T7,50,0,10,20,2X,40,2X,4,24,0.48,38,76,76.32,49.4,0.99,3.04,-40.52,0,0,3.04,3,0.68,0.66,7,7,14,7
M,200,0,10,15,1.50X,22,1.50X,4,24,0.12,167,83.5,76.29,167.19,0.84,3.65,-43.9,1.18,2,5.81,6,0.65,0.63,12.61,12.61,25.23,12.61
M,50,0,10,20,2X,30,1.50X,2,8,0.16,25,50,76.28,34.48,0.69,2,-17.69,0,0,2,2,0.79,0.78,13.69,13.69,27.38,13.69
M,200,0,10,20,2X,30,1.50X,2,8,0.04,138,69,76.24,176.35,0.88,1.67,10.25,0,0,1.67,2,0.69,0.7,30.72,30.72,61.43,30.72
M,200,0,20,30,1.50X,45,1.50X,1,24,0.12,174,87,76.2,183.08,0.92,1.19,122.28,0,0,1.56,3,0.65,0.7,27.54,27.54,55.08,27.54
V,200,0,20,30,1.50X,45,1.50X,4,16,0.08,191,95.5,76.17,169.95,0.85,1,-57.01,0.03,0,1.03,1,0.36,0.35,12.35,12.35,24.69,12.35
V,200,0,20,30,1.50X,60,2X,4,16,0.08,191,95.5,76.17,169.95,0.85,1,-57.01,0.03,0,1.03,1,0.36,0.35,12.35,12.35,24.69,12.35
V,200,0,10,15,1.50X,22,1.50X,1,16,0.08,198,99,76.14,166.8,0.83,1,64.7,0.11,0,1.11,1,0.36,0.36,12.02,12.02,24.03,12.02
V,200,0,10,15,1.50X,30,2X,1,16,0.08,198,99,76.14,166.8,0.83,1,64.7,0.11,0,1.11,1,0.36,0.36,12.02,12.02,24.03,12.02
T7,200,0,20,30,1.50X,45,1.50X,4,24,0.12,154,77,76.13,154.69,0.77,1.3,-41.23,0,0,1.3,1,0.52,0.49,7,7,14,7
T7,200,0,20,30,1.50X,60,2X,4,24,0.12,154,77,76.13,154.69,0.77,1.3,-41.23,0,0,1.3,1,0.52,0.49,7,7,14,7
T7,100,0,10,20,2X,30,1.50X,1,8,0.08,66,66,76.11,46.03,0.46,1.72,132.73,0,0,2.12,2,0.62,0.59,7,7,14,7
T7,100,0,10,20,2X,40,2X,1,8,0.08,66,66,76.11,46.03,0.46,1.72,132.73,0,0,2.12,2,0.62,0.59,7,7,14,7
T7,100,0,20,40,2X,60,1.50X,2,24,0.24,64,64,76.09,93.41,0.93,1.51,-50.61,0,0,1.51,1,0.57,0.55,7,7,14,7
T7,100,0,20,40,2X,80,2X,2,24,0.24,64,64,76.09,93.41,0.93,1.51,-50.61,0,0,1.51,1,0.57,0.55,7,7,14,7
T7,200,0,10,15,1.50X,22,1.50X,4,16,0.08,156,78,76.02,160.39,0.8,4.48,-47.84,0,0,5.1,3,0.66,0.58,7,7,14,7
T7,200,0,10,15,1.50X,30,2X,4,16,0.08,156,78,76.02,160.39,0.8,4.48,-47.84,0,0,5.1,3,0.66,0.58,7,7,14,7
M,200,0,20,30,1.50X,60,2X,4,8,0.04,78,39,75.97,168.44,0.84,3.15,-25.78,0.08,0,3.15,2,0.73,0.71,24.41,24.41,48.83,24.41
T7,200,0,10,15,1.50X,22,1.50X,2,8,0.04,111,55.5,75.94,98,0.49,5.75,22.31,0,0,5.81,3,0.61,0.55,7,7,14,7
T7,200,0,10,15,1.50X,30,2X,2,8,0.04,111,55.5,75.94,98,0.49,5.75,22.31,0,0,5.81,3,0.61,0.55,7,7,14,7
V,100,0,20,40,2X,60,1.50X,1,8,0.08,37,37,75.92,58.38,0.58,1,85.5,0.04,0,1.04,1,0.4,0.39,10.91,10.91,21.81,10.91
V,100,0,20,40,2X,80,2X,1,8,0.08,37,37,75.92,58.38,0.58,1,85.5,0.04,0,1.04,1,0.4,0.39,10.91,10.91,21.81,10.91
V,100,0,20,30,1.50X,45,1.50X,1,16,0.16,87,87,75.91,82.11,0.82,1,69.58,0.2,0,1.21,1,0.39,0.36,10.59,10.59,21.18,10.59
V,100,0,20,30,1.50X,60,2X,1,16,0.16,87,87,75.91,82.11,0.82,1,69.58,0.2,0,1.21,1,0.39,0.36,10.59,10.59,21.18,10.59
M,200,0,20,30,1.50X,45,1.50X,1,16,0.08,178,89,75.83,184.23,0.92,1.6,84.67,0.32,0,2.35,2,0.64,0.69,26.75,26.75,53.51,26.75
V,200,0,20,30,1.50X,45,1.50X,4,16,0.08,193,96.5,75.78,169.15,0.85,1,-55.54,0.03,0,1.03,1,0.35,0.36,12.34,12.34,24.68,12.34
