mod,nAg,agDen,obDen,nOb,rRep,rOr,rOrX,rAt,rAtX,config,rea,lat,cc,avgDeg,avgTotDeg
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.95097794,88.68919007,177.3783801
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.942832217,86.06628017,172.1325603
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.958045175,89.78623117,179.5724623
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.945090179,87.4758702,174.9517404
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.946479993,88.57002786,177.1400557
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.946263798,87.51122,175.02244
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.947887202,88.29199009,176.5839802
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1,0.939528902,86.12659996,172.2531999
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.96264301,91.54525799,183.090516
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.939827766,86.50071011,173.0014202
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.955186158,89.76053013,179.5210603
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.939304806,86.17996002,172.35992
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.920604705,81.74041984,163.4808397
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.947192622,88.19921987,176.3984397
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.959463073,91.08178022,182.1635604
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.958865888,90.52378854,181.0475771
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.963008283,91.80359993,183.6071999
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.955026075,89.89921056,179.7984211
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1,0.956275138,90.48762004,180.9752401
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.937810112,85.74869014,171.4973803
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.94672332,88.10284021,176.2056804
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.942385948,86.51555018,173.0311004
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.955284877,90.09972243,180.1994449
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.948663971,88.28619989,176.5723998
M,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.96751005,93.09669992,186.1933998
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,99,1000,0.934629109,83.62636013,167.2527203
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.96913829,93.03535999,186.07072
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.976435101,94.84849006,189.6969801
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,1,1000,0.969540251,93.70219997,187.4043999
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.971864142,94.01293005,188.0258601
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.969805702,93.27032991,186.5406598
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.955275914,88.62379006,177.2475801
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.969087073,93.40188007,186.8037601
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,6,1000,0.970431037,86.4209501,172.8419002
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.972964272,94.26671014,188.5334203
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.968823108,93.22313999,186.44628
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,13,1000,0.959230868,74.40483937,148.8096787
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.950392116,85.88230999,171.76462
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.954734126,90.39813002,180.79626
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,99,1000,0.934507994,84.81302959,169.6260592
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.976072816,94.82154,189.64308
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,100,1,0.954530003,90.12226991,180.2445398
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.967554321,93.29451021,186.5890204
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.972109742,94.09023993,188.1804799
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.972157435,93.89609974,187.7921995
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,17,1000,0.932249696,69.9906598,139.9813196
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.968939028,93.42056003,186.8411201
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.952604617,78.64151017,157.2830203
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.971639531,93.98625021,187.9725004
M,100,0.0004,0.1,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.967486124,93.23574994,186.4714999
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.962340149,92.43142001,184.86284
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.979230073,95.56481013,191.1296203
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,98,1000,0.962997727,92.3510501,184.7021002
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.968683008,92.83949015,185.6789803
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,100,127,0.944673829,67.74863994,135.4972799
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.962008912,91.27441006,182.5488201
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.974174911,94.49787028,188.9957406
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.952263861,87.26652001,174.53304
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.973360795,94.36033999,188.72068
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.952244987,88.38951971,176.7790394
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.972617849,94.36595996,188.7319199
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.955346526,89.67474021,179.3494804
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.974749894,94.50246011,189.0049202
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.944889335,73.28654999,146.5731
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.972329223,94.17146992,188.3429398
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.969818476,91.77380014,183.5476003
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.968194222,93.23946005,186.4789201
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.9722793,93.82377,187.64754
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.965753051,92.95014993,185.9002999
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.963119245,92.22244996,184.4448999
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.961533702,86.02672002,172.05344
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.971251447,93.77874006,187.5574801
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.968912758,93.4091796,186.8183592
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.9569307,90.33124018,180.6624804
M,100,0.0004,0.2,20,20,40,2X,60,1.50X,20-40-60,96,330,0.97115687,89.09984934,178.1996987
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.904756129,153.4201574,306.8403148
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.915286729,155.222481,310.444962
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.911590937,156.5573086,313.1146172
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.911744678,156.0363308,312.0726617
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,0.5,1000,0.932777443,157.9850249,315.9700497
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.91679111,157.4290029,314.8580059
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,478,0.918524485,135.6974997,271.3949994
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.913163013,155.822199,311.644398
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.90877706,154.9476665,309.8953331
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.913593192,156.8417504,313.6835009
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.921580997,157.5731618,315.1463237
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.907636353,155.0808214,310.1616427
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,5,0.908656807,155.8390254,311.6780508
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.917657123,157.1036913,314.2073826
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,5,0.908160621,155.0748085,310.1496171
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,3,0.925024412,156.7784486,313.5568971
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.892570918,129.463927,258.9278541
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.937655047,165.7141566,331.4283133
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.907956719,155.575381,311.150762
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.913435661,155.9112521,311.8225042
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.912394629,155.148045,310.2960899
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.911169258,156.1241779,312.2483559
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.912264335,157.7133394,315.4266787
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,95,1000,0.928781807,143.9433969,287.8867938
M,200,0.0008,0,0,20,40,2X,60,1.50X,20-40-60,100,4,0.917338595,156.3253264,312.6506527
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.960322795,181.58331,363.1666199
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,98.5,249,0.967448827,180.0771463,360.1542926
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,100,163,0.962905652,183.9628103,367.9256205
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.958935854,181.4863002,362.9726003
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.94235169,165.0556551,330.1113102
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.952861247,173.893105,347.7862099
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.958657854,182.01931,364.03862
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.948643671,171.9673905,343.9347809
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,2,1000,0.951895495,173.54315,347.0863
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,99.5,1000,0.927883207,170.5885112,341.1770224
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,100,1,0.922123447,150.6335852,301.2671704
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.955889795,180.5492749,361.0985497
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0.5,1000,0.956405848,180.4496779,360.8993559
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.912916749,161.023205,322.04641
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.933074587,172.7720401,345.5440802
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.95129884,177.6072956,355.2145912
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.959153483,181.7082844,363.4165688
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.968719175,186.15854,372.3170799
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,18.5,1000,0.946820073,133.534905,267.0698099
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.958367342,181.5404702,363.0809404
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,97.5,1000,0.954687629,174.8929855,349.785971
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.956939259,180.73824,361.4764801
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.942119382,172.2923199,344.5846399
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.964395896,183.7407697,367.4815395
M,200,0.0008,0.1,20,20,40,2X,60,1.50X,20-40-60,0,1000,0.954020439,177.7997351,355.5994702
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.965856182,183.8600698,367.7201396
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.967535556,183.7286749,367.4573498
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.949678048,175.7145449,351.4290898
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,100,1,0.967671092,185.4016496,370.8032992
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.969817555,186.4125049,372.8250097
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.965567411,183.6332253,367.2664505
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,100,1,0.963601978,184.0698547,368.1397094
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.966893613,184.9116899,369.8233799
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.963906764,183.4889958,366.9779915
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.963069586,183.324935,366.6498699
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,100,2,0.932127946,173.8214606,347.6429213
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.965506957,185.04114,370.0822801
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.964197402,183.6199951,367.2399902
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.961961062,182.4951001,364.9902001
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.970849185,186.800195,373.6003899
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,100,2,0.941034572,169.9621853,339.9243706
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.941873534,170.8315,341.6630001
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.973076178,186.9661549,373.9323098
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.954009371,179.0306351,358.0612701
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.957643005,181.228515,362.45703
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.972175854,188.3970148,376.7940296
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.969333629,185.8421859,371.6843717
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.963015285,183.0766096,366.1532192
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,100,2,0.95042353,178.0844856,356.1689713
M,200,0.0008,0.2,40,20,40,2X,60,1.50X,20-40-60,0,1000,0.961870898,183.2546848,366.5093696
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.959488857,45.75907999,91.51815999
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.973666116,46.81708079,93.63416158
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.975908803,47.06259998,94.12519997
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.965307892,46.01048005,92.02096009
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.95871228,45.61851984,91.23703968
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.976428868,47.19617958,94.39235916
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.947435964,44.38283998,88.76567995
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.971262101,46.72128007,93.44256014
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.965648306,46.13319995,92.26639991
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.967033017,46.25901991,92.51803983
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.950404144,44.85911987,89.71823974
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.963881784,46.03667997,92.07335994
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.977086905,47.2922402,94.5844804
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,2,0.973697297,46.80085935,93.6017187
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.973881824,46.88994004,93.77988007
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.962563465,45.85499966,91.70999932
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.969574807,46.49242001,92.98484002
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.957531527,45.46329955,90.92659911
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.971844648,46.39697998,92.79395996
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.964913441,46.02899987,92.05799975
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.954154013,44.75017968,89.50035937
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.963683384,45.89739999,91.79479997
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.964274941,45.78607996,91.57215991
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,100,1,0.973969174,47.03469992,94.06939984
M,50,0.0002,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.971919964,46.76360009,93.52720017
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.976508284,47.25185977,94.50371954
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.981668134,47.75436009,95.50872018
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.984199641,47.92947994,95.85895988
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.982545869,47.77008018,95.54016036
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.976124048,47.22291999,94.44583998
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.986130911,48.05917973,96.11835945
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,100,1,0.981478034,47.65307997,95.30615994
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.972169949,46.76793963,93.53587926
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.968490172,46.28219998,92.56439996
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.98047259,47.56419998,95.12839996
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,100,1,0.986442388,48.1533799,96.3067598
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.982812501,47.62758001,95.25516002
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,100,1,0.978409453,47.47512003,94.95024005
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.983457155,47.89617983,95.79235966
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,74,1,0.966711521,45.28439991,90.56879982
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.982347873,46.41669989,92.83339978
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,100,1,0.965513139,45.64368003,91.28736005
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.97863992,47.20299989,94.40599977
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.975658597,46.81795996,93.63591992
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,16,1000,0.965149337,43.6944796,87.3889592
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.975422312,47.18962009,94.37924019
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.973850073,46.99603995,93.9920799
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,94,1000,0.95656512,42.15068003,84.30136006
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.975081582,46.88665995,93.77331991
M,50,0.0002,0.2,10,20,40,2X,60,1.50X,20-40-60,0,1000,0.976439992,46.83047984,93.66095968
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,4,1000,0.948266661,44.57930003,89.15860006
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.982697821,47.83437997,95.66875995
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,96,1000,0.912307073,41.76639972,83.53279944
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.970163576,41.93342027,83.86684054
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,98,1,0.987761192,48.1820196,96.36403919
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,100,1,0.981369958,47.80825994,95.61651988
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.964778488,46.36947989,92.73895978
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,100,1,0.968976203,46.74634007,93.49268013
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,100,1,0.953689208,44.30025999,88.60051998
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,12,1000,0.952364016,37.30376036,74.60752072
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.980483057,47.51320004,95.02640007
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.985564262,48.02635994,96.05271988
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.978975777,47.57481998,95.14963996
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.971153207,46.67480003,93.34960007
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.974836163,47.25859988,94.51719976
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,100,1,0.967768443,46.00699997,92.01399994
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.985017093,47.96866004,95.93732008
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.98785012,48.16418015,96.32836031
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.982913403,47.87721991,95.75443983
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.970497566,45.22495994,90.44991988
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.99161972,48.47935984,96.95871968
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.987228513,48.16681982,96.33363964
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,0,1000,0.983294354,47.89091996,95.78183992
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,100,1,0.983807371,47.89119983,95.78239965
M,50,0.0002,0.1,5,20,40,2X,60,1.50X,20-40-60,100,1,0.956920764,44.31398003,88.62796006
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,602,0.629036239,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,97,603,0.599904538,7,14
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,69,1000,0.584071272,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,388,0.580429775,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,80,1000,0.600165049,7,14
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,68,1000,0.61411833,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,80,22,0.575349198,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,467,0.599163477,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,81,1000,0.614157423,7,14
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,516,0.582889261,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,42,1000,0.553521137,7,14
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,0,1000,0.559406969,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,38,1000,0.584878847,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,508,0.578471183,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,438,0.570917381,7,14
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,53,1000,0.61200652,7,14
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,119,0.577011648,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,185,0.564298409,7,14
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,53,1000,0.581262682,7,14
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,75,6,0.556694128,7.00001,14.00002
T7,100,0.0004,0,0,20,40,2X,60,1.50X,20-40-60,100,537,0.600523457,7.00001,14.00002
