mod,nAg,agDen,obDen,nOb,rRep,rOr,rOrX,rAt,rAtX,config,rea,lat,cc,avgDeg,avgTotDeg
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,21,1000,0.613106157,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,32,1000,0.636066884,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.572393617,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,17.5,1000,0.62505615,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,14,1000,0.603935207,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,30.5,1000,0.595334726,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,24,1000,0.605302026,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,15,1000,0.607033388,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,41,1000,0.638498069,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,31.5,1000,0.63447686,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,47,1000,0.627823126,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,46,1000,0.587867739,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,48.5,1000,0.619949966,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,65,1000,0.621813911,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,22.5,188,0.574563772,7.00001,14.00002
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,70,1000,0.609730263,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,21.5,1000,0.607926923,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,19.5,1000,0.62645827,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,84.5,1000,0.612522246,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,39.5,1000,0.613648742,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.575788112,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,22.5,1000,0.589088483,7.000005,14.00001
T7,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,61.5,1000,0.607379053,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.611181621,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,23,1000,0.622565628,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,29.5,1000,0.606182841,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,30,1000,0.642499171,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,13.5,1000,0.616418367,7.00001,14.00002
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,53,1000,0.596555211,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,28,1000,0.63100562,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,19,1000,0.641580219,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,16,1000,0.600705276,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,37,1000,0.635781538,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,23,1000,0.649165718,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,30,1000,0.629829086,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,19.5,1000,0.616630886,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,34,1000,0.62031718,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,29,1000,0.60678927,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.609795804,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,23.5,1000,0.620112043,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,50,1000,0.597913945,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,62.5,1000,0.60469887,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,5,1000,0.631880015,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,34.5,1000,0.635822586,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,14.5,1000,0.609794243,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,28,1000,0.636003392,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,35,1000,0.618652979,7.000005,14.00001
T7,200,0.0008,0.2,40,10,15,1.50X,22,1.50X,10-15-22,18,1000,0.62146984,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,86,102,0.673017676,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,72,1000,0.67525291,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,54,1000,0.725612538,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,42,1000,0.727802687,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,62,554,0.613227811,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,32,1000,0.765117342,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,100,293,0.688351498,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,100,100,0.619955167,7,14
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,44,1000,0.67427263,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,40,1000,0.613273969,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,74,1000,0.675905728,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.587868538,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,24,1000,0.67195714,7,14
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,64,1000,0.721770094,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,18,1000,0.725717995,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,34,1000,0.733509657,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,58,1000,0.739309392,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.710808423,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,60,1000,0.690507599,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,100,524,0.655700512,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,70,1000,0.648945703,7,14
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,72,1000,0.679801224,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,58,1000,0.676476215,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,66,1000,0.707179146,7.00002,14.00004
T7,50,0.0002,0,0,10,15,1.50X,22,1.50X,10-15-22,34,1000,0.687254544,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.744667667,7.001,14.002
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,40,1000,0.672471652,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,70,1000,0.672104731,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,52,1000,0.677680041,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.664362885,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,84,520,0.688636975,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,50,1000,0.693465944,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,20,1000,0.687322665,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,20,1000,0.737255343,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,50,1000,0.744695326,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.664958064,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,46,659,0.764534209,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,30,1000,0.661038293,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,38,1000,0.645812341,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,38,1000,0.641209457,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,40,1000,0.673846675,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,34,1000,0.749019192,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,58,1000,0.708783887,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,20,1000,0.683929535,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,66,1000,0.755963022,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,40,1000,0.682276919,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,18,1000,0.747645821,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,78,1000,0.718420397,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.724442702,7.00002,14.00004
T7,50,0.0002,0.2,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.645684253,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.759768716,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.668135452,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,60,1000,0.809664601,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,38,1000,0.679133822,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.682172402,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,18,1000,0.65045308,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,64,1000,0.666624312,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.599917069,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.687956482,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,82,1000,0.665826626,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.716118902,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,34,1000,0.703878851,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,68,1000,0.682876956,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,22,1000,0.719353698,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,64,1000,0.664785952,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,20,1000,0.732950127,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,46,1000,0.676070541,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.65223547,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.644805449,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,42,1000,0.705451211,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,30,1000,0.717347563,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,78,1000,0.720488177,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,46,1000,0.690804089,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,46,1000,0.763030853,7.00002,14.00004
T7,50,0.0002,0.1,5,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.627083528,7.00002,14.00004
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.386840801,11.08999001,22.17998003
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,100,2,0.361775075,9.935880005,19.87176001
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.381998601,10.84053001,21.68106001
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,100,2,0.332630669,9.929599976,19.85919995
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.288984215,8.582099964,17.16419993
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.384130308,10.85885001,21.71770003
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.381135762,10.50163,21.00326
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.393346388,10.33442001,20.66884001
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.38361441,10.54070002,21.08140003
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.388144988,11.13011999,22.26023998
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.383733576,10.48696,20.97392
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.362777478,11.06211999,22.12423997
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.383143223,10.66692999,21.33385998
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.38583896,11.04459001,22.08918001
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.368111905,10.80342001,21.60684001
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.384723427,11.07416999,22.14833997
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,100,1,0.365051261,10.39847,20.79694001
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,100,2,0.316435098,8.869780094,17.73956019
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.391477311,10.70131999,21.40263999
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,100,2,0.275726688,8.17828003,16.35656006
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,100,2,0.357658687,9.796959965,19.59391993
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.396886945,10.76345001,21.52690002
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.388237255,10.36251,20.72502001
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.391547508,10.58290999,21.16581998
V,100,0.0004,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.386430029,10.86862998,21.73725997
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.360382135,5.335730004,10.67146001
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.354377519,5.281139987,10.56227997
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.356020669,5.483979994,10.96795999
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.354064708,5.433589986,10.86717997
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,30,3,0.368065041,5.152669992,10.30533998
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.356208045,5.569080008,11.13816002
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.369530563,5.415500005,10.83100001
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,99,150,0.302583662,5.255880003,10.51176001
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.3720782,5.317610001,10.63522
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,6,0.362592373,5.307070001,10.61414
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.358268794,5.486290008,10.97258002
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.343618433,5.609379988,11.21875998
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.360280373,5.25154,10.50308
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.346780345,5.513589994,11.02717999
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.362761171,5.690349996,11.38069999
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.361240372,5.36857,10.73714
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.35901557,5.512070003,11.02414001
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.357011854,5.263620008,10.52724002
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.377450187,5.190209995,10.38041999
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.355748812,5.639300002,11.2786
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.355951236,5.580670011,11.16134002
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.37078048,5.03487001,10.06974002
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.359551188,5.680120006,11.36024001
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.351170956,5.764179997,11.52835999
V,100,0.0004,0.1,10,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.345346245,5.408929998,10.81786
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,25,1000,0.185873334,1.50494,3.009880001
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,27,1000,0.186510003,1.3904,2.780800001
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,29,1000,0.184903334,1.520040003,3.040080006
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,58,1000,0.188773334,1.655449998,3.310899997
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,17,1000,0.171743336,1.439939998,2.879879997
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,16,1000,0.21648334,1.62897,3.25794
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,6,1000,0.176363333,1.542400001,3.084800003
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,37,1000,0.196573335,1.592169997,3.184339993
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,19,1000,0.185616666,1.5182,3.0364
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,12,1000,0.185303337,1.554309999,3.108619999
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,16,1000,0.207006669,1.616990001,3.233980003
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,31,1000,0.202753337,1.630389995,3.260779991
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,40,1000,0.17538,1.605950003,3.211900007
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,9,1000,0.179269999,1.593300002,3.186600004
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,56,1000,0.175493334,1.594450001,3.188900001
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,38,1000,0.182076667,1.54656,3.09312
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,11,1000,0.200143335,1.636780001,3.273560002
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,39,1000,0.19782667,1.579900001,3.159800002
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,19,1000,0.177043334,1.574760002,3.149520003
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,7,1000,0.176976664,1.561699996,3.123399993
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,15,1000,0.233523333,1.74568,3.49136
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,7,1000,0.180356667,1.591069998,3.182139997
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,15,1000,0.190446668,1.554419995,3.10883999
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,28,1000,0.1731,1.432490001,2.864980002
V,100,0.0004,0.2,20,10,15,1.50X,22,1.50X,10-15-22,18,1000,0.193200001,1.612420001,3.224840003
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.315805277,8.814064953,17.62812991
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,43,47,0.357474673,11.756495,23.51299001
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.306083575,9.002409952,18.0048199
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.357119779,12.31174499,24.62348999
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,2,0.315393159,9.21543524,18.43087048
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.312265895,8.960255103,17.92051021
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,2,0.300109103,9.012270012,18.02454002
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,4,0.302955076,11.72638499,23.45276998
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.315185792,8.859504967,17.71900993
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.358412494,12.33268501,24.66537002
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.235300919,10.21199477,20.42398954
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.331500315,8.87270996,17.74541992
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.273649331,9.234375013,18.46875003
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,2,0.298290752,9.091365098,18.1827302
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.322920823,9.278504875,18.55700975
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.331478994,9.024210114,18.04842023
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.307765059,9.125905109,18.25181022
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.295477632,9.356689868,18.71337974
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.301529195,9.216754772,18.43350954
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,2,0.317947199,9.060115077,18.12023015
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.276125341,9.002390074,18.00478015
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.307619318,8.972105005,17.94421001
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.365353889,11.79875501,23.59751001
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,3,0.318467842,9.094890128,18.18978026
V,200,0.0008,0,0,10,15,1.50X,22,1.50X,10-15-22,100,2,0.275259628,10.11014492,20.22028983
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,100,5,0.322347599,5.605864995,11.21172999
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.345188,5.80231501,11.60463002
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.345149702,5.784849998,11.5697
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.343839655,5.738320002,11.47664
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.341551153,6.050509994,12.10101999
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.340518771,5.928285001,11.85657
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.344863331,5.719105008,11.43821002
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.346625718,5.779615005,11.55923001
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.340901211,5.940950007,11.88190001
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,3,81,0.349857768,5.872769995,11.74553999
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.340479446,5.999669997,11.99933999
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.346305239,6.052784992,12.10556998
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,63,3,0.334982869,5.857819997,11.71563999
V,200,0.0008,0.1,20,10,15,1.50X,22,1.50X,10-15-22,0,1000,0.345293101,5.886049996,11.77209999
