mod,nAg,rRep,rOr,rOrX,rAt,rAtX,trial,iso,cco,exp,cc,degIn,degOut,avgDeg,degTot,astk,dirOld,dir,iter,inf,sstk,fda
T7,200,10,15,1.50X,22,1.50X,1,1,3.61,-45.18,0.57,6.97,6.97,6.97,13.93,59,2.6,0.01,782,0.4,414,0.36
T7,200,10,15,1.50X,22,1.50X,10,1,5.44,-15.06,0.6,6.97,6.97,6.97,13.93,40,1.78,0.01,1091,0.19,515,0.36
T7,200,10,15,1.50X,22,1.50X,11,1,6.19,-32.5,0.63,6.97,6.97,6.97,13.93,42,1.95,0.01,1282,0.15,309,0.39
T7,200,10,15,1.50X,22,1.50X,12,1,5.64,11.34,0.61,6.97,6.97,6.97,13.93,50,2.04,0.01,841,0.2,531,0.33
T7,200,10,15,1.50X,22,1.50X,13,1,4.84,1.67,0.61,6.97,6.97,6.97,13.93,75,2.65,0.01,102,0.25,973,0.22
T7,200,10,15,1.50X,22,1.50X,14,1,4.42,-25.35,0.58,6.97,6.97,6.97,13.93,55,2.81,0.01,499,0.31,604,0.37
T7,200,10,15,1.50X,22,1.50X,15,1,4.94,28.01,0.59,6.97,6.97,6.97,13.93,35,1.53,0.01,1061,0.16,355,0.34
T7,200,10,15,1.50X,22,1.50X,16,1,5.72,-9.99,0.62,6.97,6.97,6.97,13.93,77,3.5,0.02,343,0.26,518,0.39
T7,200,10,15,1.50X,22,1.50X,17,1,3.7,-2.51,0.58,6.97,6.97,6.97,13.93,54,2.65,0.01,798,0.23,590,0.35
T7,200,10,15,1.50X,22,1.50X,18,1,5.61,27.43,0.6,6.97,6.97,6.97,13.93,47,1.51,0.01,1210,0.1,458,0.22
T7,200,10,15,1.50X,22,1.50X,19,1,5.37,-31.13,0.62,6.97,6.97,6.97,13.93,89,2.9,0.01,523,0.31,296,0.28
T7,200,10,15,1.50X,22,1.50X,2,1,4.13,-69.48,0.57,6.97,6.97,6.97,13.93,34,1.78,0.01,1246,0.21,248,0.4
T7,200,10,15,1.50X,22,1.50X,20,1,2.89,-57.66,0.55,6.97,6.97,6.97,13.93,56,3.08,0.02,698,0.28,874,0.42
T7,200,10,15,1.50X,22,1.50X,21,1,4.22,-11.47,0.59,6.97,6.97,6.97,13.93,57,1.5,0.01,803,0.2,691,0.23
T7,200,10,15,1.50X,22,1.50X,22,1,4.78,-30.52,0.61,6.97,6.97,6.97,13.93,46,1.66,0.01,851,0.17,485,0.27
T7,200,10,15,1.50X,22,1.50X,23,1,4.78,-52.61,0.59,6.97,6.97,6.97,13.93,39,1.22,0.01,1453,0.14,171,0.28
T7,200,10,15,1.50X,22,1.50X,24,1,5.61,-7.65,0.61,6.97,6.97,6.97,13.93,30,1.12,0.01,1504,0.11,317,0.32
T7,200,10,15,1.50X,22,1.50X,3,1,5.47,-35.12,0.59,6.97,6.97,6.97,13.93,37,1.41,0.01,1130,0.17,489,0.28
T7,200,10,15,1.50X,22,1.50X,4,1,4.93,-39.67,0.61,6.97,6.97,6.97,13.93,48,1.78,0.01,676,0.21,811,0.3
T7,200,10,15,1.50X,22,1.50X,5,1,4.53,14.72,0.57,6.97,6.97,6.97,13.93,148,3.26,0.02,379,0.22,628,0.15
T7,200,10,15,1.50X,22,1.50X,6,1,4.47,-10.88,0.59,6.97,6.97,6.97,13.93,53,2.13,0.01,726,0.19,504,0.33
T7,200,10,15,1.50X,22,1.50X,7,1,6.57,0.28,0.64,6.97,6.97,6.97,13.93,51,1.37,0.01,1218,0.12,699,0.19
T7,200,10,15,1.50X,22,1.50X,8,1,4.52,-11.55,0.59,6.97,6.97,6.97,13.93,53,2.55,0.01,884,0.26,428,0.41
T7,200,10,15,1.50X,22,1.50X,9,1,4.56,-55.34,0.59,6.97,6.97,6.97,13.93,55,1.94,0.01,1126,0.2,293,0.24
T7,50,10,15,1.50X,22,1.50X,0,1,2.49,-81.58,0.68,6.86,6.86,6.86,13.72,97,1.61,0.03,454,0.43,509,0.48
T7,50,10,15,1.50X,22,1.50X,1,1,2.51,-70.5,0.65,6.86,6.86,6.86,13.72,118,2.19,0.04,1180,0.31,766,0.58
T7,50,10,15,1.50X,22,1.50X,10,1,1.75,-70.73,0.66,6.86,6.86,6.86,13.72,156,5.1,0.1,0,0.71,0,0.66
T7,50,10,15,1.50X,22,1.50X,11,1,2.3,-70.62,0.66,6.86,6.86,6.86,13.72,80,2.8,0.06,54,0.52,1156,0.78
T7,50,10,15,1.50X,22,1.50X,12,1,2.26,-21.49,0.73,6.86,6.86,6.86,13.72,175,2.63,0.05,407,0.43,998,0.5
T7,50,10,15,1.50X,22,1.50X,13,1,2.04,-51.93,0.63,6.86,6.86,6.86,13.72,85,2.38,0.05,742,0.38,1258,0.78
T7,50,10,15,1.50X,22,1.50X,14,1,3.53,-42.92,0.73,6.86,6.86,6.86,13.72,78,1.17,0.02,1358,0.17,415,0.46
T7,50,10,15,1.50X,22,1.50X,15,1,2.44,-81.31,0.69,6.86,6.86,6.86,13.72,307,1.54,0.03,519,0.36,1481,0.18
T7,50,10,15,1.50X,22,1.50X,16,1,2.94,-18.57,0.72,6.86,6.86,6.86,13.72,190,5.05,0.1,38,0.52,566,0.56
T7,50,10,15,1.50X,22,1.50X,17,1,3.23,15.86,0.76,6.86,6.86,6.86,13.72,119,1.86,0.04,101,0.36,1899,0.5
T7,50,10,15,1.50X,22,1.50X,18,1,2.09,-78.5,0.62,6.86,6.86,6.86,13.72,115,2.19,0.04,568,0.53,313,0.66
T7,50,10,15,1.50X,22,1.50X,19,1,2.86,-11.37,0.73,6.86,6.86,6.86,13.72,219,3.95,0.08,622,0.33,969,0.5
T7,50,10,15,1.50X,22,1.50X,2,1,1.93,-79.53,0.62,6.86,6.86,6.86,13.72,131,1.91,0.04,588,0.46,1364,0.54
T7,50,10,15,1.50X,22,1.50X,20,1,3.08,-28.46,0.71,6.86,6.86,6.86,13.72,126,1.71,0.03,580,0.3,1420,0.46
T7,50,10,15,1.50X,22,1.50X,21,1,3.26,-9.75,0.67,6.86,6.86,6.86,13.72,61,0.93,0.02,1611,0.1,284,0.36
T7,50,10,15,1.50X,22,1.50X,22,1,2.6,-27.21,0.67,6.86,6.86,6.86,13.72,144,1.73,0.03,937,0.32,831,0.46
T7,50,10,15,1.50X,22,1.50X,23,1,2.65,-18.8,0.66,6.86,6.86,6.86,13.72,87,1.18,0.02,924,0.35,1076,0.42
T7,50,10,15,1.50X,22,1.50X,24,1,2.29,-48.18,0.66,6.86,6.86,6.86,13.72,1263,3.16,0.06,386,0.49,1614,0.1
T7,50,10,15,1.50X,22,1.50X,3,1,1.71,-70.42,0.64,6.86,6.86,6.86,13.72,438,4.39,0.09,0,0.78,0,0.36
T7,50,10,15,1.50X,22,1.50X,4,1,2.51,-81.45,0.67,6.86,6.86,6.86,13.72,146,2.12,0.04,898,0.36,1102,0.5
T7,50,10,15,1.50X,22,1.50X,5,1,2.84,-32.33,0.63,6.86,6.86,6.86,13.72,533,0.8,0.02,1372,0.17,628,0.06
T7,50,10,15,1.50X,22,1.50X,6,1,2.71,-65.09,0.65,6.86,6.86,6.86,13.72,196,5.49,0.11,88,0.26,791,0.56
T7,50,10,15,1.50X,22,1.50X,7,1,2.93,-5.75,0.7,6.86,6.86,6.86,13.72,145,1.39,0.03,870,0.32,969,0.36
T7,50,10,15,1.50X,22,1.50X,8,1,2.29,-44.05,0.67,6.86,6.86,6.86,13.72,248,5.1,0.1,213,0.5,1250,0.58
T7,50,10,15,1.50X,22,1.50X,9,1,2.74,-75.84,0.67,6.86,6.86,6.86,13.72,285,1.86,0.04,830,0.37,698,0.2
M,100,10,15,1.50X,30,2X,0,3.75,11.81,1.13,0.77,9.48,9.48,9.48,18.97,95,1.47,0.01,841,0.05,1078,0.26
M,100,10,15,1.50X,30,2X,1,4.63,11.85,18.28,0.71,13.99,13.99,13.99,27.98,211,2.85,0.03,1117,0.05,838,0.17
M,100,10,15,1.50X,30,2X,10,4.68,12.56,-72.83,0.72,13.1,13.1,13.1,26.2,61,1.27,0.01,1068,0.07,787,0.4
M,100,10,15,1.50X,30,2X,11,4.97,10.91,-64.28,0.69,17.13,17.13,17.13,34.25,82,2.57,0.03,432,0.07,833,0.42
M,100,10,15,1.50X,30,2X,12,3.73,11.93,-46.93,0.75,11.13,11.13,11.13,22.25,112,2.3,0.02,551,0.06,583,0.26
M,100,10,15,1.50X,30,2X,13,3.13,9.95,9.45,0.75,12.65,12.65,12.65,25.29,98,2.35,0.02,1073,0.08,471,0.44
M,100,10,15,1.50X,30,2X,14,4.23,12.18,-43.97,0.71,11.38,11.38,11.38,22.76,130,1.56,0.02,1012,0.03,692,0.23
M,100,10,15,1.50X,30,2X,15,3.48,13.39,5.93,0.74,9.81,9.81,9.81,19.62,62,1.6,0.02,1336,0.04,260,0.45
M,100,10,15,1.50X,30,2X,16,3.56,11.08,-18.28,0.74,11.97,11.97,11.97,23.93,100,5.86,0.06,423,0.16,795,0.63
M,100,10,15,1.50X,30,2X,17,4.14,12.61,1.97,0.73,10.16,10.16,10.16,20.31,113,3.73,0.04,455,0.09,1390,0.48
M,100,10,15,1.50X,30,2X,18,3.27,13.54,1.31,0.76,9.28,9.28,9.28,18.57,49,1.13,0.01,1294,0.04,562,0.41
M,100,10,15,1.50X,30,2X,19,3.79,11.41,-22.47,0.74,12.12,12.12,12.12,24.24,101,2.39,0.02,642,0.07,531,0.4
M,100,10,15,1.50X,30,2X,2,3.24,11.76,-29.51,0.78,12.34,12.34,12.34,24.68,65,2.54,0.03,1144,0.07,559,0.42
M,100,10,15,1.50X,30,2X,20,4.56,11.26,-10.07,0.73,12.34,12.34,12.34,24.68,83,3.32,0.03,796,0.13,386,0.57
M,100,10,15,1.50X,30,2X,21,3.93,11.69,0.11,0.71,14.25,14.25,14.25,28.51,60,3.19,0.03,1125,0.1,426,0.82
M,100,10,15,1.50X,30,2X,22,4.85,13.5,-21.7,0.73,11.46,11.46,11.46,22.93,90,1.08,0.01,893,0.06,858,0.22
M,100,10,15,1.50X,30,2X,23,5.17,12.55,-41.65,0.72,14.32,14.32,14.32,28.64,66,0.8,0.01,1181,0.03,551,0.22
M,100,10,15,1.50X,30,2X,24,5.12,13.46,22.42,0.72,11.08,11.08,11.08,22.16,109,1.21,0.01,1024,0.02,904,0.21
M,100,10,15,1.50X,30,2X,3,4.14,10.99,-44.97,0.74,11.22,11.22,11.22,22.45,90,3.54,0.04,458,0.07,540,0.58
M,100,10,15,1.50X,30,2X,4,4.21,12.81,-72.79,0.73,10.68,10.68,10.68,21.37,96,3.53,0.04,300,0.07,872,0.56
M,100,10,15,1.50X,30,2X,5,3.63,10.67,-72.18,0.74,12.05,12.05,12.05,24.1,87,0.87,0.01,1553,0.02,400,0.15
M,100,10,15,1.50X,30,2X,6,3.06,12.4,-2.08,0.73,10.07,10.07,10.07,20.15,64,1.41,0.01,884,0.05,216,0.4
M,100,10,15,1.50X,30,2X,7,3.42,12.28,-9.11,0.74,11.61,11.61,11.61,23.21,48,0.56,0.01,1631,0.02,157,0.23
M,100,10,15,1.50X,30,2X,8,3.88,12.89,-33.45,0.72,10.52,10.52,10.52,21.03,89,1.07,0.01,730,0.02,850,0.21
M,100,10,15,1.50X,30,2X,9,4.58,12.56,-32.81,0.74,10.81,10.81,10.81,21.63,99,1.59,0.02,1019,0.03,930,0.09
M,100,10,20,2X,30,1.50X,0,4.4,10.4,-26.32,0.74,12.72,12.72,12.72,25.44,86,1.55,0.02,1616,0.04,288,0.33
M,100,10,20,2X,30,1.50X,1,3.75,9.75,-57.91,0.74,14.24,14.24,14.24,28.48,83,0.71,0.01,1451,0.02,334,0.11
M,100,10,20,2X,30,1.50X,10,3.95,10.21,-5.08,0.73,11.65,11.65,11.65,23.31,96,2.94,0.03,355,0.09,464,0.5
M,100,10,20,2X,30,1.50X,11,2.67,9.29,-62.37,0.74,13.08,13.08,13.08,26.17,144,1.23,0.01,1260,0.04,625,0.16
M,100,10,20,2X,30,1.50X,12,2.85,9.2,-40.17,0.78,13.03,13.03,13.03,26.05,58,1.03,0.01,1636,0.03,301,0.23
M,100,10,20,2X,30,1.50X,13,3.83,10.48,6.53,0.76,11.98,11.98,11.98,23.95,54,1.19,0.01,960,0.03,708,0.43
M,100,10,20,2X,30,1.50X,14,3.55,10.67,-64.98,0.74,14.13,14.13,14.13,28.26,78,1.3,0.01,1529,0.04,363,0.23
M,100,10,20,2X,30,1.50X,15,3.09,9.78,-45.05,0.74,13.52,13.52,13.52,27.04,196,2.06,0.02,280,0.07,995,0.2
M,100,10,20,2X,30,1.50X,16,2.83,10.26,-17.47,0.77,10.74,10.74,10.74,21.48,53,1.01,0.01,1522,0.03,306,0.38
M,100,10,20,2X,30,1.50X,17,4.29,11.1,-36.13,0.72,12.56,12.56,12.56,25.12,85,3.69,0.04,585,0.22,1181,0.62
M,100,10,20,2X,30,1.50X,18,2.35,9.07,-49.16,0.75,14.87,14.87,14.87,29.74,55,2.87,0.03,1045,0.09,435,0.72
M,100,10,20,2X,30,1.50X,19,2.7,9.84,-18.63,0.75,12.38,12.38,12.38,24.76,116,1.57,0.02,1419,0.02,365,0.24
M,100,10,20,2X,30,1.50X,2,3.56,10.94,-14.73,0.78,11.11,11.11,11.11,22.21,71,2.79,0.03,1038,0.08,315,0.57
M,100,10,20,2X,30,1.50X,20,2.95,9.71,-10.19,0.73,13.59,13.59,13.59,27.18,52,1.11,0.01,1365,0.06,402,0.33
M,100,10,20,2X,30,1.50X,21,2.81,9.92,-75.8,0.74,15.29,15.29,15.29,30.57,103,2.49,0.02,1137,0.05,461,0.31
M,100,10,20,2X,30,1.50X,22,3.36,9.87,-61.43,0.72,15.51,15.51,15.51,31.01,133,2.48,0.02,1200,0.03,800,0.34
M,100,10,20,2X,30,1.50X,23,2.91,9.41,-52.95,0.76,14.69,14.69,14.69,29.38,75,1.58,0.02,1156,0.05,844,0.35
M,100,10,20,2X,30,1.50X,24,4.5,11.17,-17.85,0.76,12.64,12.64,12.64,25.27,41,2.09,0.02,1276,0.07,394,0.71
M,100,10,20,2X,30,1.50X,3,3.68,10.54,-14.4,0.76,12.8,12.8,12.8,25.61,119,4,0.04,462,0.11,1537,0.55
M,100,10,20,2X,30,1.50X,4,3.07,9.62,-15.3,0.75,13.01,13.01,13.01,26.02,128,3.08,0.03,251,0.14,760,0.39
M,100,10,20,2X,30,1.50X,5,3.09,10.05,-46.66,0.73,13.78,13.78,13.78,27.56,73,2.19,0.02,1113,0.06,591,0.57
M,100,10,20,2X,30,1.50X,6,5.21,11.6,-1.85,0.74,12.14,12.14,12.14,24.29,102,3.75,0.04,1093,0.1,377,0.62
M,100,10,20,2X,30,1.50X,7,3.07,10.71,-45.82,0.77,11.76,11.76,11.76,23.53,117,1.58,0.02,971,0.04,483,0.15
M,100,10,20,2X,30,1.50X,8,4.69,12.48,-4.19,0.76,10.54,10.54,10.54,21.07,78,1.41,0.01,1126,0.04,706,0.17
M,100,10,20,2X,30,1.50X,9,3,9.74,-26.42,0.76,12.42,12.42,12.42,24.84,91,2.75,0.03,728,0.06,371,0.46
M,200,10,15,1.50X,30,2X,0,2.6,11.96,-13.92,0.74,18.27,18.27,18.27,36.53,55,2.23,0.01,972,0.03,383,0.28
M,200,10,15,1.50X,30,2X,1,2.41,10.82,-65.45,0.73,18.68,18.68,18.68,37.37,112,9.25,0.05,413,0.27,1004,0.67
M,200,10,15,1.50X,30,2X,10,2.49,11.88,9.13,0.75,14.88,14.88,14.88,29.76,90,3.26,0.02,862,0.09,498,0.28
M,200,10,15,1.50X,30,2X,11,2.3,11.43,17.5,0.74,17.87,17.87,17.87,35.74,76,5.42,0.03,485,0.12,770,0.52
M,200,10,15,1.50X,30,2X,12,2.45,9.79,-55.01,0.72,19.2,19.2,19.2,38.41,84,7.57,0.04,334,0.24,946,0.7
M,200,10,15,1.50X,30,2X,13,2.09,11.06,-14.57,0.75,17.07,17.07,17.07,34.15,74,5.64,0.03,521,0.12,854,0.57
M,200,10,15,1.50X,30,2X,14,4.31,11.52,-50.31,0.73,19.73,19.73,19.73,39.47,70,1.37,0.01,1132,0.05,748,0.14
M,200,10,15,1.50X,30,2X,15,3.09,10.4,-28.55,0.74,19.64,19.64,19.64,39.29,98,7.27,0.04,503,0.2,708,0.48
M,200,10,15,1.50X,30,2X,16,2.84,10.8,-43.42,0.73,21.21,21.21,21.21,42.43,189,3.5,0.02,0,0.05,0,0.14
M,200,10,15,1.50X,30,2X,17,2.37,10,-40.78,0.72,18.37,18.37,18.37,36.74,74,6.38,0.03,806,0.19,578,0.61
M,200,10,15,1.50X,30,2X,18,2.88,13.06,-11.37,0.76,15.9,15.9,15.9,31.8,68,3.57,0.02,787,0.08,495,0.42
M,200,10,15,1.50X,30,2X,19,3.06,13.52,-42.07,0.75,13.76,13.76,13.76,27.52,90,3.83,0.02,0,0.08,0,0.36
M,200,10,15,1.50X,30,2X,2,2.85,11.12,1.45,0.74,17.94,17.94,17.94,35.87,89,4.27,0.02,652,0.08,539,0.38
M,200,10,15,1.50X,30,2X,20,3.84,11.07,-74.62,0.71,28.07,28.07,28.07,56.15,61,5.39,0.03,1122,0.14,777,0.62
M,200,10,15,1.50X,30,2X,21,2.51,11.92,-16.48,0.73,19.19,19.19,19.19,38.38,65,3.33,0.02,1223,0.13,394,0.48
M,200,10,15,1.50X,30,2X,22,1.75,10.55,-2.14,0.76,15.7,15.7,15.7,31.4,87,3.16,0.02,949,0.07,452,0.32
M,200,10,15,1.50X,30,2X,23,2.19,11.65,-12.02,0.74,16.49,16.49,16.49,32.98,57,1.14,0.01,1330,0.02,553,0.2
M,200,10,15,1.50X,30,2X,24,2.25,11.97,-28.26,0.74,19.89,19.89,19.89,39.79,56,1.64,0.01,1412,0.04,311,0.24
M,200,10,15,1.50X,30,2X,3,3.72,12.68,-12.27,0.73,18.58,18.58,18.58,37.16,68,6.85,0.03,307,0.21,701,0.6
M,200,10,15,1.50X,30,2X,4,2.85,12.19,-49.88,0.74,14.97,14.97,14.97,29.93,50,0.76,0,1380,0.04,410,0.13
M,200,10,15,1.50X,30,2X,5,2.35,11.53,-14.31,0.74,16.42,16.42,16.42,32.85,89,5.34,0.03,1333,0.1,237,0.46
M,200,10,15,1.50X,30,2X,6,4.35,12.99,-26.61,0.73,18.78,18.78,18.78,37.56,68,2.97,0.01,687,0.06,870,0.35
M,200,10,15,1.50X,30,2X,7,3.01,10.25,-56.08,0.72,22.95,22.95,22.95,45.91,55,2.94,0.01,874,0.07,533,0.48
M,200,10,15,1.50X,30,2X,8,3.6,11.31,-66.04,0.73,18.37,18.37,18.37,36.74,94,3.12,0.02,237,0.1,892,0.26
M,200,10,15,1.50X,30,2X,9,2.44,13.14,-17.92,0.76,13.26,13.26,13.26,26.52,90,5.26,0.03,938,0.08,543,0.45
M,200,10,20,2X,30,1.50X,0,2.38,8.74,-37.12,0.72,20.1,20.1,20.1,40.2,77,1.63,0.01,821,0.04,898,0.16
M,200,10,20,2X,30,1.50X,1,2.9,9.65,-7.01,0.72,23.68,23.68,23.68,47.36,45,2,0.01,1323,0.06,326,0.43
M,200,10,20,2X,30,1.50X,10,2.24,10.07,-12.52,0.74,20.61,20.61,20.61,41.22,40,2.21,0.01,1153,0.06,255,0.45
M,200,10,20,2X,30,1.50X,11,2.67,10.01,-75.36,0.73,24.16,24.16,24.16,48.32,66,1.8,0.01,1231,0.07,327,0.22
M,200,10,20,2X,30,1.50X,12,1.98,8.8,-12.41,0.73,17.03,17.03,17.03,34.06,30,1.39,0.01,1490,0.06,134,0.43
M,200,10,20,2X,30,1.50X,13,3.01,10.26,-57.08,0.74,25.68,25.68,25.68,51.36,128,4.06,0.02,155,0.12,1523,0.23
M,200,10,20,2X,30,1.50X,14,2.19,9.91,-63.97,0.74,20.72,20.72,20.72,41.44,42,2.91,0.01,1487,0.08,214,0.45
M,200,10,20,2X,30,1.50X,15,2.07,10.21,-58.92,0.73,20.4,20.4,20.4,40.79,47,4.94,0.02,1256,0.1,367,0.86
M,200,10,20,2X,30,1.50X,16,2.38,10.16,-9.42,0.74,16.76,16.76,16.76,33.51,71,5.28,0.03,1044,0.09,425,0.47
M,200,10,20,2X,30,1.50X,17,2.08,9.84,0.74,0.75,17.07,17.07,17.07,34.13,76,6.19,0.03,705,0.18,422,0.64
M,200,10,20,2X,30,1.50X,18,2.19,9.54,-67.22,0.73,28.42,28.42,28.42,56.85,58,1.98,0.01,1532,0.04,355,0.3
M,200,10,20,2X,30,1.50X,19,2.96,10.37,-24.73,0.74,21.96,21.96,21.96,43.93,113,2.49,0.01,391,0.07,716,0.2
M,200,10,20,2X,30,1.50X,2,2.34,9.11,-17.65,0.72,22.28,22.28,22.28,44.56,52,1.37,0.01,1539,0.02,343,0.25
M,200,10,20,2X,30,1.50X,20,2.06,8.74,-54.61,0.73,21.55,21.55,21.55,43.11,66,6.16,0.03,687,0.2,631,0.72
M,200,10,20,2X,30,1.50X,21,2.36,9.63,-7.02,0.73,19.89,19.89,19.89,39.78,42,2.54,0.01,1359,0.06,496,0.49
M,200,10,20,2X,30,1.50X,22,2.34,11.04,-4.82,0.76,14.95,14.95,14.95,29.9,60,2.54,0.01,431,0.07,1081,0.3
M,200,10,20,2X,30,1.50X,23,2.54,10.1,-4.94,0.74,16.71,16.71,16.71,33.43,88,4.16,0.02,84,0.11,593,0.38
M,200,10,20,2X,30,1.50X,24,2.27,8.91,-43.62,0.73,17.65,17.65,17.65,35.29,54,2.57,0.01,1253,0.08,272,0.45
M,200,10,20,2X,30,1.50X,3,2.52,8.64,-61.57,0.73,21.76,21.76,21.76,43.51,48,5.43,0.03,1354,0.17,138,0.7
M,200,10,20,2X,30,1.50X,4,2.19,9.99,-15.44,0.75,20.59,20.59,20.59,41.19,79,2.58,0.01,1363,0.03,368,0.27
M,200,10,20,2X,30,1.50X,5,2.11,8.65,-41.56,0.73,21.07,21.07,21.07,42.15,82,1.9,0.01,321,0.08,537,0.2
M,200,10,20,2X,30,1.50X,6,2.16,9.54,-75.89,0.72,27.7,27.7,27.7,55.4,76,2.1,0.01,632,0.04,252,0.26
M,200,10,20,2X,30,1.50X,7,2.58,10.14,-40.14,0.74,19.23,19.23,19.23,38.46,83,4.19,0.02,1120,0.1,439,0.41
M,200,10,20,2X,30,1.50X,8,2.26,7.76,-71.31,0.72,20.01,20.01,20.01,40.02,80,7.65,0.04,1097,0.24,536,0.73
M,200,10,20,2X,30,1.50X,9,2.9,8.95,-41.63,0.72,25.4,25.4,25.4,50.81,73,2.07,0.01,1365,0.02,437,0.15
M,50,10,15,1.50X,30,2X,0,4.67,10.81,-10.64,0.68,7.27,7.27,7.27,14.54,117,1.95,0.04,724,0.08,1276,0.5
M,50,10,15,1.50X,30,2X,1,5.04,11.37,-16.45,0.71,6.34,6.34,6.34,12.68,71,0.61,0.01,1016,0.02,55,0.3
M,50,10,15,1.50X,30,2X,10,6.69,12.69,-16.17,0.67,6.65,6.65,6.65,13.29,265,1.59,0.03,179,0.05,854,0.18
M,50,10,15,1.50X,30,2X,11,5.73,12.71,-62.52,0.62,7.37,7.37,7.37,14.74,154,1.47,0.03,855,0.04,630,0.24
M,50,10,15,1.50X,30,2X,12,4.15,9.38,-72.64,0.73,7.81,7.81,7.81,15.63,78,1.61,0.03,1110,0.08,522,0.44
M,50,10,15,1.50X,30,2X,13,4.42,9.64,-12.5,0.7,7.56,7.56,7.56,15.12,175,1.4,0.03,1098,0.05,902,0.18
M,50,10,15,1.50X,30,2X,14,5.11,11.25,-16.14,0.72,6.22,6.22,6.22,12.45,83,2.29,0.05,971,0.11,547,0.36
M,50,10,15,1.50X,30,2X,15,4.25,9.17,-64.09,0.74,8.63,8.63,8.63,17.26,79,0.68,0.01,1383,0.04,563,0.2
M,50,10,15,1.50X,30,2X,16,4.67,12.13,18.09,0.67,6.49,6.49,6.49,12.98,123,1.17,0.02,846,0.04,659,0.26
M,50,10,15,1.50X,30,2X,17,4.31,11.07,22.54,0.67,6.23,6.23,6.23,12.46,166,2.91,0.06,528,0.09,937,0.58
M,50,10,15,1.50X,30,2X,18,4.14,10.28,-73.16,0.71,6.2,6.2,6.2,12.41,94,1.83,0.04,603,0.09,961,0.38
M,50,10,15,1.50X,30,2X,19,4.52,11.25,-29.49,0.73,6.47,6.47,6.47,12.94,118,0.59,0.01,1210,0.02,236,0.2
M,50,10,15,1.50X,30,2X,2,5.69,12.7,24.33,0.64,5.97,5.97,5.97,11.94,63,0.64,0.01,1310,0.03,446,0.36
M,50,10,15,1.50X,30,2X,20,4.04,11.88,-21.16,0.7,5.24,5.24,5.24,10.49,108,1.08,0.02,1163,0.05,438,0.26
M,50,10,15,1.50X,30,2X,21,4.83,11.11,-4.17,0.73,6.07,6.07,6.07,12.14,104,1.1,0.02,944,0.05,972,0.32
M,50,10,15,1.50X,30,2X,22,3.83,13.83,13.71,0.62,4.38,4.38,4.38,8.76,100,1.76,0.04,782,0.05,936,0.5
M,50,10,15,1.50X,30,2X,23,5.03,10.56,-65.82,0.69,8.11,8.11,8.11,16.23,106,3.46,0.07,1065,0.19,511,0.84
M,50,10,15,1.50X,30,2X,24,2.97,11.4,-23.81,0.68,5.36,5.36,5.36,10.71,240,1.44,0.03,559,0.03,295,0.2
M,50,10,15,1.50X,30,2X,3,2.85,9.92,-39.82,0.78,6.41,6.41,6.41,12.83,289,1.88,0.04,416,0.05,1584,0.22
M,50,10,15,1.50X,30,2X,4,4.83,9.27,-79.87,0.7,9.29,9.29,9.29,18.58,78,0.67,0.01,1291,0.03,621,0.3
M,50,10,15,1.50X,30,2X,5,5.19,12.02,-27.5,0.66,6.65,6.65,6.65,13.3,131,2.04,0.04,1011,0.08,823,0.46
M,50,10,15,1.50X,30,2X,6,4.22,9.58,-68.26,0.73,8.45,8.45,8.45,16.91,257,1.67,0.03,327,0.05,17,0.16
M,50,10,15,1.50X,30,2X,7,4.84,11.93,15.99,0.74,5.27,5.27,5.27,10.54,140,1.82,0.04,762,0.04,566,0.32
M,50,10,15,1.50X,30,2X,8,5.17,11.43,-6.75,0.72,6.02,6.02,6.02,12.04,210,0.74,0.01,1101,0.02,812,0.1
M,50,10,15,1.50X,30,2X,9,4.94,9.99,-48.57,0.69,8.8,8.8,8.8,17.6,136,1.56,0.03,239,0.04,938,0.34
M,50,10,20,2X,30,1.50X,0,3.99,10.3,-2.89,0.76,6.08,6.08,6.08,12.16,157,2.51,0.05,906,0.08,633,0.32
M,50,10,20,2X,30,1.50X,1,4.56,10.32,-25.17,0.72,9.09,9.09,9.09,18.18,86,1.08,0.02,1388,0.04,418,0.3
M,50,10,20,2X,30,1.50X,10,4.13,8.8,-46.05,0.72,10.37,10.37,10.37,20.74,85,0.3,0.01,1519,0.01,399,0.14
M,50,10,20,2X,30,1.50X,11,5.76,10.58,4.76,0.66,9.23,9.23,9.23,18.46,109,2.95,0.06,699,0.17,529,0.82
M,50,10,20,2X,30,1.50X,12,3.96,8.85,-45.57,0.73,8.66,8.66,8.66,17.32,137,1.65,0.03,1136,0.08,753,0.4
M,50,10,20,2X,30,1.50X,13,2.85,9.74,5.35,0.73,6.88,6.88,6.88,13.76,63,0.73,0.01,1417,0.03,485,0.4
M,50,10,20,2X,30,1.50X,14,4.75,10.54,-22.57,0.69,8.97,8.97,8.97,17.95,308,0.15,0,1692,0,308,0.02
M,50,10,20,2X,30,1.50X,15,3.84,9.76,-6.26,0.7,8.64,8.64,8.64,17.28,166,1.08,0.02,525,0.03,246,0.24
M,50,10,20,2X,30,1.50X,16,3.26,8.9,-23.76,0.73,8.37,8.37,8.37,16.74,34,0.17,0,1803,0.01,77,0.2
M,50,10,20,2X,30,1.50X,17,5.16,12.59,-68.89,0.67,6.03,6.03,6.03,12.06,149,1.2,0.02,714,0.04,646,0.3
