mod,nAg,agDen,rRep,rOr,rOrX,rAt,rAtX,exp,cco,iso,piso,avgDeg,avgTotDeg
V,100,0.0004,10,20,2X,30,1.50X,136.8809859,1,0,0,10.83490002,21.66980004
V,100,0.0004,10,20,2X,30,1.50X,96.87362112,1,0,0,10.81185001,21.62370002
V,100,0.0004,10,20,2X,30,1.50X,141.0047324,1,0,0,10.80924997,21.61849994
V,100,0.0004,10,20,2X,30,1.50X,97.46555724,1,0,0,10.76109998,21.52219996
V,100,0.0004,10,20,2X,30,1.50X,125.4409227,1,0,0,10.64034998,21.28069996
V,100,0.0004,10,20,2X,40,2X,167.7866304,1,0,0,10.42905002,20.85810004
V,100,0.0004,10,20,2X,40,2X,159.6544888,1,0,0,10.57280003,21.14560006
V,100,0.0004,10,20,2X,40,2X,129.8296211,1,0,0,10.67429998,21.34859996
V,100,0.0004,10,20,2X,40,2X,196.8134778,2,1,0.01,10.58335001,21.16670001
V,100,0.0004,10,20,2X,40,2X,166.8387349,1,0,0,10.79034998,21.58069997
V,100,0.0004,10,20,2X,40,2X,172.8436671,1,0,0,10.44315,20.8863
V,100,0.0004,10,20,2X,40,2X,213.0104064,1,0,0,10.41510002,20.83020004
V,100,0.0004,10,20,2X,40,2X,166.5499857,1,0,0,10.73329998,21.46659997
V,100,0.0004,10,20,2X,40,2X,190.9553965,1,0,0,10.54514997,21.09029995
V,100,0.0004,10,20,2X,40,2X,227.0266219,2,1,0.01,10.44969999,20.89939998
V,100,0.0004,10,20,2X,40,2X,231.3193994,1,0,0,10.27810005,20.5562001
V,100,0.0004,10,20,2X,40,2X,147.7462804,2,1,0.01,10.5021,21.0042
V,100,0.0004,10,20,2X,40,2X,117.056861,3,2,0.02,10.58670004,21.17340008
V,100,0.0004,10,20,2X,40,2X,126.0136518,1,0,0,10.80719996,21.61439992
V,100,0.0004,10,20,2X,40,2X,122.1780193,2,1,0.01,10.78894999,21.57789997
V,100,0.0004,10,20,2X,40,2X,177.2033863,2,1,0.01,10.64745004,21.29490007
V,100,0.0004,10,20,2X,40,2X,115.280983,2,1,0.01,10.64720003,21.29440006
V,100,0.0004,10,20,2X,40,2X,206.8409936,2,1,0.01,10.51714999,21.03429997
V,100,0.0004,10,20,2X,40,2X,162.9184867,2,1,0.01,10.64055001,21.28110002
V,100,0.0004,10,20,2X,40,2X,155.8379259,1,0,0,10.56884999,21.13769998
V,100,0.0004,10,20,2X,40,2X,108.5193935,1,0,0,10.71985001,21.43970001
V,100,0.0004,10,20,2X,40,2X,114.1061557,1,0,0,10.59849999,21.19699998
V,100,0.0004,10,20,2X,40,2X,173.941281,1,0,0,10.51894997,21.03789993
V,100,0.0004,10,20,2X,40,2X,125.8664862,2,1,0.01,10.84210001,21.68420002
V,100,0.0004,10,20,2X,40,2X,182.6793306,1,0,0,10.64395,21.2879
V,100,0.0004,20,30,1.50X,45,1.50X,101.8443709,1,0,0,11.19909997,22.39819995
V,100,0.0004,20,30,1.50X,45,1.50X,133.3404097,1,0,0,10.90280004,21.80560007
V,100,0.0004,20,30,1.50X,45,1.50X,176.6679414,1,0,0,10.78689997,21.57379994
V,100,0.0004,20,30,1.50X,45,1.50X,181.9748606,1,0,0,10.88995001,21.77990002
V,100,0.0004,20,30,1.50X,45,1.50X,166.5239903,1,0,0,10.90959997,21.81919994
V,100,0.0004,20,30,1.50X,45,1.50X,149.3129972,1,0,0,10.99980006,21.99960011
V,100,0.0004,20,30,1.50X,45,1.50X,181.8841527,1,0,0,10.91195001,21.82390002
V,100,0.0004,20,30,1.50X,45,1.50X,165.4092401,1,0,0,10.91960002,21.83920004
V,100,0.0004,20,30,1.50X,45,1.50X,98.71694875,1,0,0,11.29265001,22.58530002
V,100,0.0004,20,30,1.50X,45,1.50X,175.2671001,1,0,0,10.80324994,21.60649987
V,100,0.0004,20,30,1.50X,45,1.50X,149.2341119,1,0,0,10.92515004,21.85030008
V,100,0.0004,20,30,1.50X,45,1.50X,155.606583,2,1,0.01,10.91520001,21.83040002
V,100,0.0004,20,30,1.50X,45,1.50X,150.9827278,1,0,0,10.97615001,21.95230001
V,100,0.0004,20,30,1.50X,45,1.50X,184.6089463,1,0,0,10.95375002,21.90750005
V,100,0.0004,20,30,1.50X,45,1.50X,168.1293693,1,0,0,11.04249999,22.08499998
V,100,0.0004,20,30,1.50X,45,1.50X,139.5951657,1,0,0,10.90975,21.81950001
V,100,0.0004,20,30,1.50X,45,1.50X,225.1433553,2,1,0.01,10.73070004,21.46140008
V,100,0.0004,20,30,1.50X,45,1.50X,160.8008975,1,0,0,10.9272,21.8544
V,100,0.0004,20,30,1.50X,45,1.50X,180.1730284,1,0,0,10.75425003,21.50850005
V,100,0.0004,20,30,1.50X,45,1.50X,134.8874688,1,0,0,11.11295002,22.22590003
V,100,0.0004,20,30,1.50X,45,1.50X,132.0614858,1,0,0,10.99365001,21.98730002
V,100,0.0004,20,30,1.50X,45,1.50X,117.2876063,1,0,0,11.0716,22.1432
V,100,0.0004,20,30,1.50X,45,1.50X,155.5658558,1,0,0,10.99035003,21.98070006
V,100,0.0004,20,30,1.50X,45,1.50X,255.3502018,3,2,0.02,10.7657,21.5314
V,100,0.0004,20,30,1.50X,45,1.50X,149.9676348,3,1,0.01,10.98414999,21.96829999
V,100,0.0004,20,30,1.50X,60,2X,180.5391133,1,0,0,10.76754997,21.53509995
V,100,0.0004,20,30,1.50X,60,2X,200.7287822,1,0,0,10.43055,20.8611
V,100,0.0004,20,30,1.50X,60,2X,154.6077082,1,0,0,10.8172,21.63440001
V,100,0.0004,20,30,1.50X,60,2X,175.0793751,1,0,0,10.9691,21.93820001
V,100,0.0004,20,30,1.50X,60,2X,232.1235365,1,0,0,10.79829999,21.59659999
V,100,0.0004,20,30,1.50X,60,2X,187.9844064,1,0,0,10.99495002,21.98990005
V,100,0.0004,20,30,1.50X,60,2X,235.5897228,1,0,0,10.60779999,21.21559998
V,100,0.0004,20,30,1.50X,60,2X,263.5943179,2,1,0.01,10.35634995,20.7126999
V,100,0.0004,20,30,1.50X,60,2X,117.5656352,1,0,0,11.01465,22.02929999
V,100,0.0004,20,30,1.50X,60,2X,224.5031677,2,1,0.01,10.73435,21.46870001
V,100,0.0004,20,30,1.50X,60,2X,206.0292703,2,1,0.01,10.57824996,21.15649993
V,100,0.0004,20,30,1.50X,60,2X,219.4749819,1,0,0,10.45345002,20.90690004
V,100,0.0004,20,30,1.50X,60,2X,191.9977369,1,0,0,10.66185,21.32370001
V,100,0.0004,20,30,1.50X,60,2X,123.7256036,1,0,0,11.03785002,22.07570004
V,100,0.0004,20,30,1.50X,60,2X,176.0176028,2,1,0.01,10.79044995,21.58089991
V,100,0.0004,20,30,1.50X,60,2X,187.3336941,2,1,0.01,10.72319998,21.44639997
V,100,0.0004,20,30,1.50X,60,2X,169.2232107,1,0,0,10.80140001,21.60280002
V,100,0.0004,20,30,1.50X,60,2X,157.5980484,1,0,0,10.97060004,21.94120008
V,100,0.0004,20,30,1.50X,60,2X,160.9790825,2,1,0.01,10.92589998,21.85179996
V,100,0.0004,20,30,1.50X,60,2X,235.0990932,1,0,0,10.76054999,21.52109999
V,100,0.0004,20,30,1.50X,60,2X,259.1815992,1,0,0,10.48615002,20.97230003
V,100,0.0004,20,30,1.50X,60,2X,191.8531773,2,1,0.01,10.83485002,21.66970003
V,100,0.0004,20,30,1.50X,60,2X,178.4614739,1,0,0,10.92724999,21.85449998
V,100,0.0004,20,30,1.50X,60,2X,203.3881887,1,0,0,10.65130004,21.30260008
V,100,0.0004,20,30,1.50X,60,2X,224.195458,2,0,0,10.58529999,21.17059998
V,100,0.0004,20,40,2X,60,1.50X,178.4007378,2,1,0.01,10.88065001,21.76130003
V,100,0.0004,20,40,2X,60,1.50X,210.9519507,2,1,0.01,10.86884997,21.73769995
V,100,0.0004,20,40,2X,60,1.50X,143.8428344,1,0,0,11.04914995,22.0982999
V,100,0.0004,20,40,2X,60,1.50X,148.5819908,1,0,0,10.92374999,21.84749998
V,100,0.0004,20,40,2X,60,1.50X,194.9346961,2,1,0.01,10.73430002,21.46860004
V,100,0.0004,20,40,2X,60,1.50X,209.8422621,1,0,0,10.88074997,21.76149994
V,100,0.0004,20,40,2X,60,1.50X,198.4542802,1,0,0,10.94320001,21.88640001
V,100,0.0004,20,40,2X,60,1.50X,199.6322907,2,1,0.01,10.96794998,21.93589995
V,100,0.0004,20,40,2X,60,1.50X,151.6340887,1,0,0,10.99744999,21.99489999
V,100,0.0004,20,40,2X,60,1.50X,200.2323362,1,0,0,10.87514997,21.75029995
V,100,0.0004,20,40,2X,60,1.50X,173.3812487,1,0,0,10.94465001,21.88930001
V,100,0.0004,20,40,2X,60,1.50X,182.2418918,1,0,0,10.97219995,21.94439991
V,100,0.0004,20,40,2X,60,1.50X,173.2432384,2,1,0.01,10.82275,21.64549999
V,100,0.0004,20,40,2X,60,1.50X,200.9794375,1,0,0,10.76845001,21.53690001
V,100,0.0004,20,40,2X,60,1.50X,118.6400568,1,0,0,11.06395003,22.12790006
V,100,0.0004,20,40,2X,60,1.50X,167.3856233,1,0,0,11.01590002,22.03180003
V,100,0.0004,20,40,2X,60,1.50X,121.4606357,1,0,0,11.11040002,22.22080004
V,100,0.0004,20,40,2X,60,1.50X,192.0514807,2,1,0.01,10.94764999,21.89529999
V,100,0.0004,20,40,2X,60,1.50X,158.7044429,2,1,0.01,10.95784997,21.91569994
V,100,0.0004,20,40,2X,60,1.50X,159.2183829,1,0,0,11.04599997,22.09199994
V,100,0.0004,20,40,2X,60,1.50X,176.1912851,1,0,0,10.96230001,21.92460003
V,100,0.0004,20,40,2X,60,1.50X,146.5976558,1,0,0,11.04794996,22.09589992
V,100,0.0004,20,40,2X,60,1.50X,165.7215206,1,0,0,10.99835001,21.99670002
V,100,0.0004,20,40,2X,60,1.50X,166.8864225,1,0,0,10.99934999,21.99869998
V,100,0.0004,20,40,2X,60,1.50X,158.5651634,1,0,0,11.03795,22.07589999
V,100,0.0004,20,40,2X,80,2X,148.3128664,1,0,0,11.11855002,22.23710004
V,100,0.0004,20,40,2X,80,2X,188.2203913,1,0,0,10.89934998,21.79869996
V,100,0.0004,20,40,2X,80,2X,174.2858236,1,0,0,10.88749999,21.77499998
V,100,0.0004,20,40,2X,80,2X,184.9113673,1,0,0,10.93155,21.86309999
V,100,0.0004,20,40,2X,80,2X,128.4886696,1,0,0,11.17300001,22.34600001
V,100,0.0004,20,40,2X,80,2X,150.769398,1,0,0,11.06920001,22.13840001
V,100,0.0004,20,40,2X,80,2X,137.8430211,1,0,0,11.1675,22.33500001
V,100,0.0004,20,40,2X,80,2X,157.2351186,1,0,0,10.99789999,21.99579998
V,100,0.0004,20,40,2X,80,2X,211.6269794,2,1,0.01,10.8781,21.75620001
V,100,0.0004,20,40,2X,80,2X,186.6048179,1,0,0,10.989,21.97799999
V,100,0.0004,20,40,2X,80,2X,172.6397628,1,0,0,11.06119997,22.12239994
V,100,0.0004,20,40,2X,80,2X,147.7060993,3,1,0.01,10.95944997,21.91889995
V,100,0.0004,20,40,2X,80,2X,211.6494683,2,1,0.01,10.64005001,21.28010002
V,100,0.0004,20,40,2X,80,2X,171.4644342,1,0,0,10.91110001,21.82220001
V,100,0.0004,20,40,2X,80,2X,169.7367657,1,0,0,10.91855,21.83710001
V,100,0.0004,20,40,2X,80,2X,198.4830302,1,0,0,10.91754999,21.83509997
V,100,0.0004,20,40,2X,80,2X,166.3911316,1,0,0,10.87700001,21.75400002
V,100,0.0004,20,40,2X,80,2X,236.8739209,2,1,0.01,10.53685,21.07370001
V,100,0.0004,20,40,2X,80,2X,207.8098052,1,0,0,10.85695,21.71389999
V,100,0.0004,20,40,2X,80,2X,157.1626013,1,0,0,11.04279999,22.08559998
V,100,0.0004,20,40,2X,80,2X,173.81034,1,0,0,10.99025001,21.98050002
V,100,0.0004,20,40,2X,80,2X,163.3971281,1,0,0,10.93104998,21.86209995
V,100,0.0004,20,40,2X,80,2X,150.6222311,1,0,0,10.9624,21.9248
V,100,0.0004,20,40,2X,80,2X,257.3221932,2,1,0.01,10.56515001,21.13030002
V,100,0.0004,20,40,2X,80,2X,228.8492033,1,0,0,10.7591,21.5182
V,200,0.0008,10,15,1.50X,22,1.50X,36.20333555,1,0,0,12.24334996,24.48669992
V,200,0.0008,10,15,1.50X,22,1.50X,33.69600988,1,0,0,12.12987499,24.25974998
V,200,0.0008,10,15,1.50X,22,1.50X,37.38881384,2,1,0.005,12.16924998,24.33849997
V,200,0.0008,10,15,1.50X,22,1.50X,76.28380326,1,0,0,12.06589998,24.13179996
V,200,0.0008,10,15,1.50X,22,1.50X,53.23936171,1,0,0,12.10572503,24.21145006
V,200,0.0008,10,15,1.50X,22,1.50X,43.857786,1,0,0,12.240975,24.48195001
V,200,0.0008,10,15,1.50X,22,1.50X,62.69149037,1,0,0,12.15899999,24.31799997
V,200,0.0008,10,15,1.50X,22,1.50X,38.98513635,1,0,0,12.05119995,24.10239989
V,200,0.0008,10,15,1.50X,22,1.50X,62.60421703,1,0,0,11.96902498,23.93804996
V,200,0.0008,10,15,1.50X,22,1.50X,35.54781445,1,0,0,12.13999998,24.27999996
V,200,0.0008,10,15,1.50X,22,1.50X,35.61284184,1,0,0,12.22737495,24.45474991
V,200,0.0008,10,15,1.50X,22,1.50X,74.52261462,1,0,0,12.13832501,24.27665003
V,200,0.0008,10,15,1.50X,22,1.50X,22.72730311,1,0,0,12.22942502,24.45885003
V,200,0.0008,10,15,1.50X,22,1.50X,34.61920044,3,2,0.01,12.08717502,24.17435003
V,200,0.0008,10,15,1.50X,22,1.50X,46.43673304,2,1,0.005,11.87022497,23.74044993
V,200,0.0008,10,15,1.50X,22,1.50X,68.63720274,1,0,0,12.17610002,24.35220004
V,200,0.0008,10,15,1.50X,22,1.50X,78.44287311,2,1,0.005,11.98145,23.96289999
V,200,0.0008,10,15,1.50X,22,1.50X,91.9128586,1,0,0,12.18415001,24.36830002
V,200,0.0008,10,15,1.50X,22,1.50X,44.22097869,2,1,0.005,12.12789999,24.25579997
V,200,0.0008,10,15,1.50X,22,1.50X,35.64831438,1,0,0,12.13237502,24.26475004
V,200,0.0008,10,15,1.50X,22,1.50X,48.7349378,1,0,0,12.21189998,24.42379996
V,200,0.0008,10,15,1.50X,22,1.50X,38.64243662,1,0,0,12.15190002,24.30380004
V,200,0.0008,10,15,1.50X,22,1.50X,45.75753744,2,1,0.005,11.96877497,23.93754994
V,200,0.0008,10,15,1.50X,22,1.50X,45.49630738,1,0,0,12.25387497,24.50774994
V,200,0.0008,10,15,1.50X,22,1.50X,41.1280395,1,0,0,11.87337499,23.74674998
V,200,0.0008,10,15,1.50X,30,2X,31.15692318,1,0,0,12.23705002,24.47410004
V,200,0.0008,10,15,1.50X,30,2X,65.79419457,1,0,0,12.00267499,24.00534998
V,200,0.0008,10,15,1.50X,30,2X,49.67618376,1,0,0,11.92385,23.8477
V,200,0.0008,10,15,1.50X,30,2X,56.56735784,2,1,0.005,12.24687498,24.49374996
V,200,0.0008,10,15,1.50X,30,2X,67.47545348,1,0,0,12.26415,24.5283
V,200,0.0008,10,15,1.50X,30,2X,45.11955002,1,0,0,12.146425,24.29285
V,200,0.0008,10,15,1.50X,30,2X,45.15107311,2,1,0.005,11.96570001,23.93140002
V,200,0.0008,10,15,1.50X,30,2X,40.3589461,1,0,0,12.10775001,24.21550002
V,200,0.0008,10,15,1.50X,30,2X,55.36004746,1,0,0,12.11619998,24.23239996
V,200,0.0008,10,15,1.50X,30,2X,38.80277494,2,1,0.005,12.16467496,24.32934993
V,200,0.0008,10,15,1.50X,30,2X,33.83750572,2,1,0.005,11.97192495,23.9438499
V,200,0.0008,10,15,1.50X,30,2X,68.4272617,1,0,0,12.12819998,24.25639997
V,200,0.0008,10,15,1.50X,30,2X,83.49819262,1,0,0,12.14187498,24.28374995
V,200,0.0008,10,15,1.50X,30,2X,64.49893167,1,0,0,12.03219997,24.06439994
V,200,0.0008,10,15,1.50X,30,2X,58.61244818,1,0,0,12.15404998,24.30809997
V,200,0.0008,10,15,1.50X,30,2X,63.75531094,2,1,0.005,11.97649999,23.95299998
V,200,0.0008,10,15,1.50X,30,2X,91.05961689,1,0,0,12.06925002,24.13850003
V,200,0.0008,10,15,1.50X,30,2X,94.09801484,1,0,0,12.12582501,24.25165002
V,200,0.0008,10,15,1.50X,30,2X,66.99783747,1,0,0,12.145175,24.29035
V,200,0.0008,10,15,1.50X,30,2X,68.08259899,1,0,0,11.90449996,23.80899993
V,200,0.0008,10,15,1.50X,30,2X,49.92127307,1,0,0,12.20559999,24.41119999
V,200,0.0008,10,15,1.50X,30,2X,78.97919839,2,1,0.005,12.036475,24.07294999
V,200,0.0008,10,15,1.50X,30,2X,49.10580184,1,0,0,12.04605,24.09209999
V,200,0.0008,10,15,1.50X,30,2X,47.0071,1,0,0,12.1323,24.2646
V,200,0.0008,10,15,1.50X,30,2X,76.89672143,2,1,0.005,11.98092504,23.96185008
V,200,0.0008,10,20,2X,30,1.50X,21.59048682,1,0,0,12.37555002,24.75110003
V,200,0.0008,10,20,2X,30,1.50X,18.41052279,1,0,0,12.13827499,24.27654999
V,200,0.0008,10,20,2X,30,1.50X,64.79782144,2,1,0.005,12.08275001,24.16550001
V,200,0.0008,10,20,2X,30,1.50X,31.28171393,2,1,0.005,12.11660002,24.23320004
V,200,0.0008,10,20,2X,30,1.50X,20.9904698,2,1,0.005,12.21074999,24.42149998
V,200,0.0008,10,20,2X,30,1.50X,19.80343589,1,0,0,12.3069,24.61379999
V,200,0.0008,10,20,2X,30,1.50X,41.51813726,1,0,0,12.17665001,24.35330003
V,200,0.0008,10,20,2X,30,1.50X,5.642437346,1,0,0,12.04975,24.09950001
V,200,0.0008,10,20,2X,30,1.50X,14.02391054,1,0,0,12.23082499,24.46164997
V,200,0.0008,10,20,2X,30,1.50X,29.95079587,1,0,0,12.29440001,24.58880003
V,200,0.0008,10,20,2X,30,1.50X,48.15655214,1,0,0,12.14107501,24.28215001
V,200,0.0008,10,20,2X,30,1.50X,39.69658139,1,0,0,12.215375,24.43075
V,200,0.0008,10,20,2X,30,1.50X,22.06254682,1,0,0,12.07237503,24.14475006
V,200,0.0008,10,20,2X,30,1.50X,48.39067349,1,0,0,12.112825,24.22565001
V,200,0.0008,10,20,2X,30,1.50X,40.23063391,2,1,0.005,12.067,24.13400001
V,200,0.0008,10,20,2X,30,1.50X,25.16984296,1,0,0,12.30585001,24.61170002
V,200,0.0008,10,20,2X,30,1.50X,17.62493024,1,0,0,12.14914999,24.29829999
V,200,0.0008,10,20,2X,30,1.50X,30.91890264,2,1,0.005,12.25867503,24.51735005
V,200,0.0008,10,20,2X,30,1.50X,31.44472544,2,1,0.005,12.119775,24.23955001
V,200,0.0008,10,20,2X,30,1.50X,34.40848553,1,0,0,12.26367504,24.52735008
V,200,0.0008,10,20,2X,30,1.50X,11.51249193,2,1,0.005,12.22015,24.4403
V,200,0.0008,10,20,2X,30,1.50X,23.62738506,2,1,0.005,12.13705001,24.27410003
V,200,0.0008,10,20,2X,30,1.50X,36.44622821,1,0,0,12.158775,24.31754999
V,200,0.0008,10,20,2X,30,1.50X,42.03373149,1,0,0,11.98012502,23.96025004
V,200,0.0008,10,20,2X,30,1.50X,23.62868409,1,0,0,12.23492498,24.46984997
V,200,0.0008,10,20,2X,40,2X,45.75457775,2,1,0.005,12.05679999,24.11359998
V,200,0.0008,10,20,2X,40,2X,37.19647926,1,0,0,12.20297503,24.40595005
V,200,0.0008,10,20,2X,40,2X,54.22679288,1,0,0,12.15440001,24.30880001
V,200,0.0008,10,20,2X,40,2X,44.25242221,1,0,0,12.21020001,24.42040003
V,200,0.0008,10,20,2X,40,2X,35.73903872,1,0,0,12.27695001,24.55390001
V,200,0.0008,10,20,2X,40,2X,27.72200063,2,1,0.005,12.03915002,24.07830004
V,200,0.0008,10,20,2X,40,2X,40.05389175,1,0,0,12.16252499,24.32504998
V,200,0.0008,10,20,2X,40,2X,26.03262939,1,0,0,12.29635,24.5927
V,200,0.0008,10,20,2X,40,2X,60.04522788,1,0,0,12.20480002,24.40960005
V,200,0.0008,10,20,2X,40,2X,42.02900131,2,1,0.005,12.07777503,24.15555007
V,200,0.0008,10,20,2X,40,2X,64.37767871,3,2,0.01,12.22472498,24.44944997
V,200,0.0008,10,20,2X,40,2X,42.91619584,1,0,0,12.06712502,24.13425003
V,200,0.0008,10,20,2X,40,2X,22.009291,2,1,0.005,12.14712502,24.29425004
V,200,0.0008,10,20,2X,40,2X,44.6685319,1,0,0,12.01750002,24.03500004
V,200,0.0008,10,20,2X,40,2X,24.32836096,1,0,0,12.21935001,24.43870003
V,200,0.0008,10,20,2X,40,2X,29.49280829,1,0,0,12.3833,24.76660001
V,200,0.0008,10,20,2X,40,2X,29.97741431,2,1,0.005,12.34429999,24.68859999
V,200,0.0008,10,20,2X,40,2X,28.57237144,1,0,0,12.14562502,24.29125004
V,200,0.0008,10,20,2X,40,2X,45.7198917,2,1,0.005,12.01462499,24.02924997
V,200,0.0008,10,20,2X,40,2X,67.63299218,1,0,0,11.870775,23.74155
V,200,0.0008,10,20,2X,40,2X,69.08897104,1,0,0,12.27557503,24.55115005
V,200,0.0008,10,20,2X,40,2X,32.57584652,1,0,0,12.06019999,24.12039998
V,200,0.0008,10,20,2X,40,2X,39.17498362,1,0,0,12.03935001,24.07870002
V,200,0.0008,10,20,2X,40,2X,39.02129437,1,0,0,12.19495003,24.38990006
V,200,0.0008,10,20,2X,40,2X,35.60952726,1,0,0,12.18900001,24.37800002
V,200,0.0008,20,30,1.50X,45,1.50X,21.34890105,1,0,0,12.455975,24.91195001
V,200,0.0008,20,30,1.50X,45,1.50X,28.40646732,1,0,0,12.39569997,24.79139995
V,200,0.0008,20,30,1.50X,45,1.50X,33.32787171,1,0,0,12.41167499,24.82334997
V,200,0.0008,20,30,1.50X,45,1.50X,27.61204359,1,0,0,12.45182499,24.90364999
V,200,0.0008,20,30,1.50X,45,1.50X,32.8116235,1,0,0,12.439325,24.87865001
V,200,0.0008,20,30,1.50X,45,1.50X,31.8921841,1,0,0,12.46755,24.93509999
V,200,0.0008,20,30,1.50X,45,1.50X,30.47079994,1,0,0,12.47557499,24.95114999
V,200,0.0008,20,30,1.50X,45,1.50X,41.43641164,1,0,0,12.42787501,24.85575003
V,200,0.0008,20,30,1.50X,45,1.50X,30.27807723,1,0,0,12.395575,24.79115
V,200,0.0008,20,30,1.50X,45,1.50X,36.83557633,1,0,0,12.39972497,24.79944994
V,200,0.0008,20,30,1.50X,45,1.50X,24.51398372,1,0,0,12.51837499,25.03674998
V,200,0.0008,20,30,1.50X,45,1.50X,33.5106818,1,0,0,12.47019997,24.94039994
V,200,0.0008,20,30,1.50X,45,1.50X,19.51113303,1,0,0,12.49802501,24.99605002
V,200,0.0008,20,30,1.50X,45,1.50X,45.17866717,1,0,0,12.404925,24.80985001
V,200,0.0008,20,30,1.50X,45,1.50X,23.99457756,1,0,0,12.52065003,25.04130006
V,200,0.0008,20,30,1.50X,45,1.50X,19.92919733,1,0,0,12.49300003,24.98600006
V,200,0.0008,20,30,1.50X,45,1.50X,19.68096473,1,0,0,12.54640002,25.09280004
V,200,0.0008,20,30,1.50X,45,1.50X,42.74378827,1,0,0,12.36662502,24.73325005
V,200,0.0008,20,30,1.50X,45,1.50X,31.65867409,1,0,0,12.46795002,24.93590003
V,200,0.0008,20,30,1.50X,45,1.50X,30.34675645,1,0,0,12.50025,25.00049999
V,200,0.0008,20,30,1.50X,45,1.50X,36.94864605,2,1,0.005,12.36519999,24.73039997
V,200,0.0008,20,30,1.50X,45,1.50X,27.14103552,1,0,0,12.53812498,25.07624996
V,200,0.0008,20,30,1.50X,45,1.50X,33.47582075,2,1,0.005,12.33875001,24.67750003
V,200,0.0008,20,30,1.50X,45,1.50X,32.38676534,1,0,0,12.518975,25.03795
V,200,0.0008,20,30,1.50X,45,1.50X,11.75175997,1,0,0,12.51817499,25.03634997
V,200,0.0008,20,30,1.50X,60,2X,41.90814257,1,0,0,12.416075,24.83214999
V,200,0.0008,20,30,1.50X,60,2X,43.21395494,1,0,0,12.17097501,24.34195003
V,200,0.0008,20,30,1.50X,60,2X,40.90551173,1,0,0,12.36309999,24.72619999
V,200,0.0008,20,30,1.50X,60,2X,21.57181341,2,1,0.005,12.41842502,24.83685004
V,200,0.0008,20,30,1.50X,60,2X,37.54134854,1,0,0,12.375975,24.75195
V,200,0.0008,20,30,1.50X,60,2X,47.87733163,1,0,0,12.27107496,24.54214993
V,200,0.0008,20,30,1.50X,60,2X,28.62036095,1,0,0,12.47642497,24.95284994
V,200,0.0008,20,30,1.50X,60,2X,54.47544642,1,0,0,12.31990004,24.63980008
V,200,0.0008,20,30,1.50X,60,2X,30.51432909,1,0,0,12.46685003,24.93370006
V,200,0.0008,20,30,1.50X,60,2X,26.82970545,1,0,0,12.48847499,24.97694999
V,200,0.0008,20,30,1.50X,60,2X,38.35368852,1,0,0,12.48389998,24.96779996
V,200,0.0008,20,30,1.50X,60,2X,33.07549926,1,0,0,12.39482499,24.78964998
V,200,0.0008,20,30,1.50X,60,2X,34.88604812,1,0,0,12.31417499,24.62834998
V,200,0.0008,20,30,1.50X,60,2X,33.58091116,1,0,0,12.32482502,24.64965005
V,200,0.0008,20,30,1.50X,60,2X,21.79149764,2,1,0.005,12.44317499,24.88634998
V,200,0.0008,20,30,1.50X,60,2X,41.22244446,1,0,0,12.3033,24.60660001
V,200,0.0008,20,30,1.50X,60,2X,64.97388581,1,0,0,12.26702499,24.53404999
V,200,0.0008,20,30,1.50X,60,2X,44.11158118,1,0,0,12.33117501,24.66235002
V,200,0.0008,20,30,1.50X,60,2X,18.30660099,1,0,0,12.453925,24.90785001
V,200,0.0008,20,30,1.50X,60,2X,34.72337701,1,0,0,12.4429,24.8858
V,200,0.0008,20,30,1.50X,60,2X,51.5016497,1,0,0,12.26050001,24.52100001
V,200,0.0008,20,30,1.50X,60,2X,43.98327796,1,0,0,12.38400001,24.76800001
V,200,0.0008,20,30,1.50X,60,2X,37.45717264,1,0,0,12.38195001,24.76390001
V,200,0.0008,20,30,1.50X,60,2X,47.05093596,1,0,0,12.32522501,24.65045003
V,200,0.0008,20,30,1.50X,60,2X,23.90735147,1,0,0,12.39582498,24.79164996
V,200,0.0008,20,40,2X,60,1.50X,35.48502288,2,1,0.005,12.44497497,24.88994993
V,200,0.0008,20,40,2X,60,1.50X,37.0273115,1,0,0,12.43285,24.86570001
V,200,0.0008,20,40,2X,60,1.50X,30.1955189,1,0,0,12.578625,25.15724999
V,200,0.0008,20,40,2X,60,1.50X,31.3419537,1,0,0,12.48807498,24.97614997
V,200,0.0008,20,40,2X,60,1.50X,37.09786931,1,0,0,12.455725,24.91145
V,200,0.0008,20,40,2X,60,1.50X,37.50019181,1,0,0,12.49415001,24.98830003
V,200,0.0008,20,40,2X,60,1.50X,37.76583282,1,0,0,12.51467498,25.02934997
V,200,0.0008,20,40,2X,60,1.50X,33.34528114,1,0,0,12.52242503,25.04485005
V,200,0.0008,20,40,2X,60,1.50X,34.98945076,1,0,0,12.52020001,25.04040002
V,200,0.0008,20,40,2X,60,1.50X,42.80313071,1,0,0,12.43410001,24.86820002
V,200,0.0008,20,40,2X,60,1.50X,40.37893062,1,0,0,12.48635001,24.97270001
V,200,0.0008,20,40,2X,60,1.50X,40.63882432,1,0,0,12.49807498,24.99614997
V,200,0.0008,20,40,2X,60,1.50X,35.97290374,1,0,0,12.59205001,25.18410002
V,200,0.0008,20,40,2X,60,1.50X,42.12566922,1,0,0,12.504425,25.00885
V,200,0.0008,20,40,2X,60,1.50X,46.10333,1,0,0,12.48794999,24.97589997
