mod,nAg,agDen,rRep,rOr,rOrX,rAt,rAtX,exp,cco,iso,piso,avgDeg,avgTotDeg
T7,200,0.0008,20,40,2X,60,1.50X,251.1691393,1,0,0,7.000050001,14.0001
T7,200,0.0008,20,40,2X,60,1.50X,227.7992064,2,0,0,7.000125,14.00025
T7,200,0.0008,20,40,2X,60,1.50X,214.6511652,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,60,1.50X,214.5238934,1,0,0,7.000075002,14.00015
T7,200,0.0008,20,40,2X,60,1.50X,220.84277,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,60,1.50X,208.5755076,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,217.7374766,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,220.2630975,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,227.6285822,1,0,0,7.000075002,14.00015
T7,200,0.0008,20,40,2X,80,2X,234.005603,1,0,0,7.0001,14.0002
T7,200,0.0008,20,40,2X,80,2X,234.8891826,1,0,0,7.000150001,14.0003
T7,200,0.0008,20,40,2X,80,2X,206.4860051,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,245.2668401,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,219.1514662,1,0,0,7.000075002,14.00015
T7,200,0.0008,20,40,2X,80,2X,200.0679716,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,224.3172667,1,0,0,7.000075002,14.00015
T7,200,0.0008,20,40,2X,80,2X,231.0111683,1,0,0,7.000125,14.00025
T7,200,0.0008,20,40,2X,80,2X,226.0685701,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,213.3131811,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,207.9543303,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,237.3162708,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,230.6632565,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,224.324763,2,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,222.7807658,1,0,0,7.0001,14.0002
T7,200,0.0008,20,40,2X,80,2X,240.0043494,2,0,0,7.000075002,14.00015
T7,200,0.0008,20,40,2X,80,2X,232.9602983,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,200.4794777,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,222.8051986,1,0,0,7.000075002,14.00015
T7,200,0.0008,20,40,2X,80,2X,238.1191463,2,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,235.0940971,1,0,0,7.000025001,14.00005
T7,200,0.0008,20,40,2X,80,2X,221.4371065,1,0,0,7.000025001,14.00005
T7,50,0.0002,10,15,1.50X,22,1.50X,690.7927749,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,757.1258307,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,646.0484051,1,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,773.0565066,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,680.0803298,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,721.1251027,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,741.1890139,2,0,0,7.0002,14.0004
T7,50,0.0002,10,15,1.50X,22,1.50X,524.8177292,1,0,0,7.0003,14.0006
T7,50,0.0002,10,15,1.50X,22,1.50X,585.0524812,1,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,569.1823457,2,0,0,7.0003,14.0006
T7,50,0.0002,10,15,1.50X,22,1.50X,762.1607517,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,712.1939893,2,0,0,7.0002,14.0004
T7,50,0.0002,10,15,1.50X,22,1.50X,761.7519208,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,637.4347919,1,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,584.8400423,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,920.0160092,2,0,0,7.0004,14.0008
T7,50,0.0002,10,15,1.50X,22,1.50X,628.8867821,1,0,0,7.0003,14.0006
T7,50,0.0002,10,15,1.50X,22,1.50X,587.7369554,2,0,0,7.0002,14.0004
T7,50,0.0002,10,15,1.50X,22,1.50X,574.5253027,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,862.206809,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,621.0601038,1,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,513.6868404,3,0,0,7.0004,14.0008
T7,50,0.0002,10,15,1.50X,22,1.50X,746.3506329,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,561.2018611,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,22,1.50X,480.7470592,1,0,0,7.000599999,14.0012
T7,50,0.0002,10,15,1.50X,30,2X,777.6984754,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,697.6590594,3,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,806.0957598,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,761.8171805,2,0,0,7.0004,14.0008
T7,50,0.0002,10,15,1.50X,30,2X,630.1312349,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,628.1300912,1,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,769.9858635,1,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,452.4502238,1,0,0,7.0003,14.0006
T7,50,0.0002,10,15,1.50X,30,2X,465.6241494,1,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,506.0332128,1,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,543.9657268,1,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,843.0693957,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,739.2547761,3,0,0,7.0005,14.001
T7,50,0.0002,10,15,1.50X,30,2X,700.6500248,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,693.1828444,1,0,0,7.0004,14.0008
T7,50,0.0002,10,15,1.50X,30,2X,631.8557149,2,0,0,7.0002,14.0004
T7,50,0.0002,10,15,1.50X,30,2X,679.4796724,2,0,0,7.000599999,14.0012
T7,50,0.0002,10,15,1.50X,30,2X,619.0945654,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,597.2868797,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,610.1195327,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,672.8676385,2,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,614.7828411,4,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,633.1493919,1,0,0,7.0001,14.0002
T7,50,0.0002,10,15,1.50X,30,2X,524.5265967,1,0,0,7.0004,14.0008
T7,50,0.0002,10,15,1.50X,30,2X,502.0498688,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,845.6872774,2,0,0,7.0004,14.0008
T7,50,0.0002,10,20,2X,30,1.50X,545.6487075,1,0,0,7.0004,14.0008
T7,50,0.0002,10,20,2X,30,1.50X,604.3708731,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,869.5932614,3,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,832.7512235,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,833.9902149,3,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,774.2546895,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,587.7335335,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,674.7153056,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,721.2542134,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,701.6572386,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,790.1873457,3,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,697.9874147,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,480.3023169,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,757.632427,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,781.7499358,2,0,0,7.0003,14.0006
T7,50,0.0002,10,20,2X,30,1.50X,810.8680423,3,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,684.1905928,2,0,0,7.0002,14.0004
T7,50,0.0002,10,20,2X,30,1.50X,857.4610967,3,0,0,7.0002,14.0004
T7,50,0.0002,10,20,2X,30,1.50X,702.7650178,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,494.5849362,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,690.4132701,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,587.8374724,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,1077.133558,3,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,30,1.50X,691.0068915,2,0,0,7.0003,14.0006
T7,50,0.0002,10,20,2X,40,2X,669.2353607,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,854.3178671,2,0,0,7.0004,14.0008
T7,50,0.0002,10,20,2X,40,2X,977.2175107,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,745.4789927,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,810.7224304,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,584.4245087,3,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,751.5368399,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,818.3374779,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,784.598718,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,755.4911594,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,530.0168403,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,703.1443612,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,879.3259633,3,0,0,7.0002,14.0004
T7,50,0.0002,10,20,2X,40,2X,611.0994366,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,706.6619419,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,752.8319196,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,908.7595633,3,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,644.5150871,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,826.9936672,3,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,928.8184222,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,719.09966,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,816.0897864,2,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,741.2306086,1,0,0,7.0001,14.0002
T7,50,0.0002,10,20,2X,40,2X,932.1927056,2,0,0,7.0002,14.0004
T7,50,0.0002,10,20,2X,40,2X,720.5989453,2,0,0,7.000599999,14.0012
T7,50,0.0002,20,30,1.50X,45,1.50X,1290.808457,3,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1145.725054,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1124.384371,2,0,0,7.0003,14.0006
T7,50,0.0002,20,30,1.50X,45,1.50X,1253.978232,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,879.4755446,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1068.466992,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,903.090153,1,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,937.9032962,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,915.2810475,1,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1217.866925,3,0,0,7.0003,14.0006
T7,50,0.0002,20,30,1.50X,45,1.50X,933.7729265,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1122.92209,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1074.857732,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1047.721679,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1061.577071,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,953.3094702,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1103.815592,2,0,0,7.0005,14.001
T7,50,0.0002,20,30,1.50X,45,1.50X,1066.846482,2,0,0,7.000599999,14.0012
T7,50,0.0002,20,30,1.50X,45,1.50X,1070.677598,1,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1021.071454,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1068.693814,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,1019.893652,1,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,887.2376931,2,0,0,7.0004,14.0008
T7,50,0.0002,20,30,1.50X,45,1.50X,1069.764418,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,45,1.50X,973.0011705,2,0,0,7.0004,14.0008
T7,50,0.0002,20,30,1.50X,60,2X,1203.998314,3,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,887.5007496,1,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1086.151782,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1101.076908,1,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1482.301832,2,0,0,7.0004,14.0008
T7,50,0.0002,20,30,1.50X,60,2X,1065.364385,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1034.292084,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1210.454177,1,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1351.932125,3,0,0,7.000799999,14.0016
T7,50,0.0002,20,30,1.50X,60,2X,993.9720681,1,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,924.714896,1,0,0,7.0004,14.0008
T7,50,0.0002,20,30,1.50X,60,2X,1195.037109,1,0,0,7.000599999,14.0012
T7,50,0.0002,20,30,1.50X,60,2X,1072.024014,2,0,0,7.0005,14.001
T7,50,0.0002,20,30,1.50X,60,2X,1234.775846,3,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,918.1216297,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1190.14369,1,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1055.000985,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,996.9158995,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1139.234045,2,0,0,7.0003,14.0006
T7,50,0.0002,20,30,1.50X,60,2X,1145.947443,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1320.94715,2,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1066.326555,2,0,0,7.0002,14.0004
T7,50,0.0002,20,30,1.50X,60,2X,1054.361825,1,0,0,7.0003,14.0006
T7,50,0.0002,20,30,1.50X,60,2X,1140.884031,3,0,0,7.0001,14.0002
T7,50,0.0002,20,30,1.50X,60,2X,1349.574613,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,60,1.50X,1172.293075,2,0,0,7.0005,14.001
T7,50,0.0002,20,40,2X,60,1.50X,1137.0446,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,60,1.50X,1157.682778,2,0,0,7.000599999,14.0012
T7,50,0.0002,20,40,2X,60,1.50X,1151.914909,2,0,0,7.0004,14.0008
T7,50,0.0002,20,40,2X,60,1.50X,1264.317743,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,60,1.50X,950.7222202,1,0,0,7.0003,14.0006
T7,50,0.0002,20,40,2X,60,1.50X,1191.959221,2,0,0,7.0003,14.0006
T7,50,0.0002,20,40,2X,60,1.50X,1128.873697,2,0,0,7.0002,14.0004
T7,50,0.0002,20,40,2X,60,1.50X,963.6648317,2,0,0,7.0003,14.0006
T7,50,0.0002,20,40,2X,60,1.50X,1233.238309,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,60,1.50X,1216.539669,2,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,60,1.50X,1330.239507,2,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,60,1.50X,1066.956776,2,0,0,7.0003,14.0006
T7,50,0.0002,20,40,2X,60,1.50X,1060.61833,1,0,0,7.0004,14.0008
T7,50,0.0002,20,40,2X,60,1.50X,978.7058307,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,60,1.50X,1176.919313,1,0,0,7.0003,14.0006
T7,50,0.0002,20,40,2X,60,1.50X,1077.106297,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,60,1.50X,934.4511612,2,0,0,7.0003,14.0006
T7,50,0.0002,20,40,2X,60,1.50X,1011.63219,2,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,60,1.50X,1089.543612,1,0,0,7.000599999,14.0012
T7,50,0.0002,20,40,2X,60,1.50X,1139.849137,2,0,0,7.0005,14.001
T7,50,0.0002,20,40,2X,60,1.50X,1137.135375,2,0,0,7.0005,14.001
T7,50,0.0002,20,40,2X,60,1.50X,1214.967307,2,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,60,1.50X,935.4396386,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,60,1.50X,1136.501373,2,0,0,7.0005,14.001
T7,50,0.0002,20,40,2X,80,2X,1274.854712,2,0,0,7.0005,14.001
T7,50,0.0002,20,40,2X,80,2X,1240.545518,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1395.257507,3,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1007.482506,3,0,0,7.0005,14.001
T7,50,0.0002,20,40,2X,80,2X,1222.110337,2,0,0,7.0002,14.0004
T7,50,0.0002,20,40,2X,80,2X,1312.703297,2,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1014.640061,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,945.1923498,2,0,0,7.0003,14.0006
T7,50,0.0002,20,40,2X,80,2X,1105.149104,1,0,0,7.0003,14.0006
T7,50,0.0002,20,40,2X,80,2X,1219.950998,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1312.858768,2,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,890.8462947,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,983.910708,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1260.19918,2,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1307.220289,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1170.6305,2,0,0,7.0002,14.0004
T7,50,0.0002,20,40,2X,80,2X,1310.865752,1,0,0,7.0005,14.001
T7,50,0.0002,20,40,2X,80,2X,1156.329396,2,0,0,7.0002,14.0004
T7,50,0.0002,20,40,2X,80,2X,1152.41261,2,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1220.273398,2,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1025.732617,1,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1110.317796,2,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1185.532682,2,0,0,7.0001,14.0002
T7,50,0.0002,20,40,2X,80,2X,1066.564996,2,0,0,7.0003,14.0006
T7,50,0.0002,20,40,2X,80,2X,1256.301523,3,0,0,7.0001,14.0002
V,100,0.0004,10,15,1.50X,22,1.50X,213.3237456,1,0,0,10.61470001,21.22940001
V,100,0.0004,10,15,1.50X,22,1.50X,158.8798854,1,0,0,10.58745002,21.17490004
V,100,0.0004,10,15,1.50X,22,1.50X,240.240276,1,0,0,10.37420001,20.74840001
V,100,0.0004,10,15,1.50X,22,1.50X,138.1646034,2,1,0.01,10.51260002,21.02520003
V,100,0.0004,10,15,1.50X,22,1.50X,183.0597021,1,0,0,10.61110002,21.22220003
V,100,0.0004,10,15,1.50X,22,1.50X,145.206417,2,1,0.01,10.35125001,20.70250003
V,100,0.0004,10,15,1.50X,22,1.50X,161.7586573,1,0,0,10.70484998,21.40969996
V,100,0.0004,10,15,1.50X,22,1.50X,243.7294868,3,2,0.02,10.48940002,20.97880005
V,100,0.0004,10,15,1.50X,22,1.50X,118.7955657,2,1,0.01,10.75685001,21.51370002
V,100,0.0004,10,15,1.50X,22,1.50X,158.9483665,2,1,0.01,10.05940002,20.11880004
V,100,0.0004,10,15,1.50X,22,1.50X,166.0389386,1,0,0,10.4443,20.8886
V,100,0.0004,10,15,1.50X,22,1.50X,126.7171245,2,1,0.01,10.74365,21.4873
V,100,0.0004,10,15,1.50X,22,1.50X,168.1011616,1,0,0,10.65235003,21.30470005
V,100,0.0004,10,15,1.50X,22,1.50X,201.0014199,1,0,0,10.44664999,20.89329999
V,100,0.0004,10,15,1.50X,22,1.50X,187.6815855,1,0,0,10.47490002,20.94980004
V,100,0.0004,10,15,1.50X,22,1.50X,210.1388928,1,0,0,10.55135002,21.10270003
V,100,0.0004,10,15,1.50X,22,1.50X,165.3142189,1,0,0,10.57649998,21.15299995
V,100,0.0004,10,15,1.50X,22,1.50X,110.1086443,1,0,0,10.79910002,21.59820004
V,100,0.0004,10,15,1.50X,22,1.50X,171.6440478,1,0,0,10.44535001,20.89070002
V,100,0.0004,10,15,1.50X,22,1.50X,172.479905,1,0,0,10.50460001,21.00920002
V,100,0.0004,10,15,1.50X,22,1.50X,152.4936702,2,1,0.01,10.67279998,21.34559996
V,100,0.0004,10,15,1.50X,22,1.50X,196.0033667,1,0,0,10.70489998,21.40979997
V,100,0.0004,10,15,1.50X,22,1.50X,214.2590888,1,0,0,10.60255001,21.20510002
V,100,0.0004,10,15,1.50X,22,1.50X,344.9884448,2,1,0.01,10.37665,20.75330001
V,100,0.0004,10,15,1.50X,22,1.50X,128.6966984,1,0,0,10.88509998,21.77019996
V,100,0.0004,10,15,1.50X,30,2X,245.7818237,1,0,0,10.5505,21.10099999
V,100,0.0004,10,15,1.50X,30,2X,196.77978,1,0,0,10.67734999,21.35469997
V,100,0.0004,10,15,1.50X,30,2X,237.729465,2,1,0.01,10.40860003,20.81720005
V,100,0.0004,10,15,1.50X,30,2X,152.4151064,2,1,0.01,10.34210001,20.68420001
V,100,0.0004,10,15,1.50X,30,2X,218.8106149,2,1,0.01,10.48169996,20.96339993
V,100,0.0004,10,15,1.50X,30,2X,218.7560874,1,0,0,9.711399994,19.42279999
V,100,0.0004,10,15,1.50X,30,2X,166.8126722,1,0,0,10.33789997,20.67579993
V,100,0.0004,10,15,1.50X,30,2X,176.3773009,1,0,0,10.1901,20.3802
V,100,0.0004,10,15,1.50X,30,2X,154.1759959,2,1,0.01,10.67989998,21.35979996
V,100,0.0004,10,15,1.50X,30,2X,180.3304685,1,0,0,10.65025002,21.30050005
V,100,0.0004,10,15,1.50X,30,2X,175.9206872,1,0,0,10.4666,20.9332
V,100,0.0004,10,15,1.50X,30,2X,203.6236676,1,0,0,10.5093,21.01860001
V,100,0.0004,10,15,1.50X,30,2X,145.1204405,1,0,0,10.55580002,21.11160005
V,100,0.0004,10,15,1.50X,30,2X,223.0381195,2,1,0.01,10.51390001,21.02780002
V,100,0.0004,10,15,1.50X,30,2X,208.3501022,1,0,0,10.40439998,20.80879996
V,100,0.0004,10,15,1.50X,30,2X,217.5794837,1,0,0,10.37174998,20.74349996
V,100,0.0004,10,15,1.50X,30,2X,145.6819492,1,0,0,10.67189997,21.34379994
V,100,0.0004,10,15,1.50X,30,2X,256.8604257,1,0,0,10.47584999,20.95169998
V,100,0.0004,10,15,1.50X,30,2X,162.3658184,1,0,0,10.64579999,21.29159999
V,100,0.0004,10,15,1.50X,30,2X,230.9118087,1,0,0,10.467,20.93400001
V,100,0.0004,10,15,1.50X,30,2X,196.7853863,1,0,0,10.11865,20.2373
V,100,0.0004,10,15,1.50X,30,2X,174.6852204,1,0,0,10.61525001,21.23050002
V,100,0.0004,10,15,1.50X,30,2X,263.814375,2,1,0.01,10.48150003,20.96300006
V,100,0.0004,10,15,1.50X,30,2X,156.6781188,2,1,0.01,10.69094997,21.38189995
V,100,0.0004,10,15,1.50X,30,2X,195.8984708,1,0,0,10.58800001,21.17600001
V,100,0.0004,10,20,2X,30,1.50X,136.4342023,1,0,0,10.68005,21.36009999
V,100,0.0004,10,20,2X,30,1.50X,159.2556128,2,1,0.01,10.77285001,21.54570003
V,100,0.0004,10,20,2X,30,1.50X,119.1411383,1,0,0,10.89485002,21.78970003
V,100,0.0004,10,20,2X,30,1.50X,214.7923349,1,0,0,10.63025001,21.26050001
V,100,0.0004,10,20,2X,30,1.50X,302.484668,1,0,0,10.30564996,20.61129992
V,100,0.0004,10,20,2X,30,1.50X,158.6441386,2,1,0.01,10.70309999,21.40619997
V,100,0.0004,10,20,2X,30,1.50X,138.2403972,1,0,0,10.83714999,21.67429998
V,100,0.0004,10,20,2X,30,1.50X,100.8142329,1,0,0,10.91685002,21.83370005
V,100,0.0004,10,20,2X,30,1.50X,170.7982824,1,0,0,10.74149998,21.48299996
V,100,0.0004,10,20,2X,30,1.50X,144.6897016,2,1,0.01,10.82639997,21.65279995
V,100,0.0004,10,20,2X,30,1.50X,130.3336416,1,0,0,10.55189995,21.10379991
V,100,0.0004,10,20,2X,30,1.50X,163.3175589,1,0,0,10.67315001,21.34630003
V,100,0.0004,10,20,2X,30,1.50X,106.5647481,1,0,0,10.6229,21.2458
V,100,0.0004,10,20,2X,30,1.50X,285.6977263,1,0,0,10.29925002,20.59850003
V,100,0.0004,10,20,2X,30,1.50X,152.9216603,1,0,0,10.86460001,21.72920001
V,100,0.0004,10,20,2X,30,1.50X,113.1656319,1,0,0,10.5509,21.1018
V,100,0.0004,10,20,2X,30,1.50X,114.6356715,1,0,0,10.78109998,21.56219996
V,100,0.0004,10,20,2X,30,1.50X,155.794375,2,1,0.01,10.56730003,21.13460007
V,100,0.0004,10,20,2X,30,1.50X,158.3004651,1,0,0,10.53385002,21.06770003
V,100,0.0004,10,20,2X,30,1.50X,110.5799536,1,0,0,10.86525,21.7305
